Name, finalTime, numberOfAttempts
Sphere12, 935.8083, 1
Sphere10, 849.0232, 1
Sphere16, 1199.42, 2
Sphere4, 2174.4779, 1
Sphere7, 1011.3033, 1
Sphere17, 1174.0311, 1
Sphere13, 1174.2431, 1
Sphere1, 1236.6199, 1
Sphere19, 624.6695, 1
Sphere18, 1099.8002, 1
Sphere14, 962.0206, 1
Sphere3, 924.8233, 1
Sphere5, 2150.0911, 1
Sphere20, 812.3981, 1
Sphere6, 937.269, 1
Sphere11, 649.8244, 1
Sphere9, 713.0392, 1
Sphere8, 912.3545, 1
Sphere2, 1024.6195, 2
Sphere15, 1211.5524, 1
Sphere3, 675.2689, 1
Sphere19, 649.8246, 1
Sphere16, 774.1167, 1
Sphere7, 749.2855, 1
Sphere9, 949.7634, 2
Sphere18, 810.7407, 1
Sphere13, 725.1241, 1
Sphere1, 723.8807, 1
Sphere6, 974.3296, 1
Sphere5, 1237.4898, 1
Sphere20, 674.6292, 1
Sphere8, 861.8361, 1
Sphere17, 724.5756, 1
Sphere15, 1211.6989, 1
Sphere2, 899.6357, 1
Sphere12, 786.1707, 1
Sphere4, 675.1053, 1
Sphere14, 799.5031, 1
Sphere11, 848.5292, 1
Sphere10, 1499.5529, 2
Sphere6, 1187.234, 1
Sphere4, 1074.1945, 1
Sphere8, 1511.2186, 2
Sphere14, 699.3349, 1
Sphere17, 711.8245, 1
Sphere1, 698.7276, 1
Sphere9, 623.8635, 1
Sphere11, 1037.1635, 1
Sphere12, 961.5546, 1
Sphere16, 611.5264, 1
Total, 48175.6984, 55
