Name, finalTime, numberOfAttempts
Sphere12, 537.0951, 1
Sphere11, 1111.8836, 1
Sphere4, 762.0438, 1
Sphere15, 786.951, 1
Sphere8, 874.8098, 1
Sphere1, 924.6529, 2
Sphere3, 624.3999, 1
Sphere14, 737.0461, 1
Sphere16, 599.4401, 1
Sphere9, 799.1987, 1
Sphere17, 674.8841, 1
Sphere7, 1024.5625, 1
Sphere19, 711.7258, 1
Sphere6, 749.456, 1
Sphere13, 737.2495, 1
Sphere20, 712.1846, 1
Sphere2, 1111.973, 2
Sphere10, 825.015, 1
Sphere5, 1111.7399, 1
Sphere18, 749.2036, 1
Sphere10, 999.2958, 1
Sphere17, 838.0478, 1
Sphere9, 712.2267, 1
Sphere4, 712.0809, 1
Sphere7, 686.3538, 1
Sphere18, 774.3342, 1
Sphere3, 648.1386, 1
Sphere11, 687.2237, 1
Sphere20, 573.7798, 1
Sphere15, 1049.0798, 2
Sphere12, 712.1559, 1
Sphere5, 1125.372, 2
Sphere13, 1023.8711, 1
Sphere14, 774.944, 1
Sphere6, 675.0893, 1
Sphere1, 587.4294, 1
Sphere19, 699.9826, 1
Sphere8, 725.0949, 1
Sphere16, 637.2913, 1
Sphere2, 575.0019, 1
Sphere1, 536.6214, 1
Sphere12, 574.5392, 1
Sphere5, 886.7949, 1
Sphere14, 723.8198, 1
Sphere9, 861.5702, 1
Sphere10, 598.8006, 1
Sphere8, 699.1298, 1
Sphere17, 774.5196, 1
Sphere7, 1474.4708, 2
Sphere3, 711.7537, 1
Total, 39251.2663, 55
