Name, finalTime, numberOfAttempts
Sphere12, 3611.9879, 1
Sphere11, 1961.5231, 1
Sphere4, 3400.7014, 2
Sphere15, 2549.4993, 1
Sphere8, 2061.7173, 1
Sphere1, 1649.7879, 1
Sphere3, 1825.4119, 1
Sphere14, 2037.5769, 1
Sphere16, 1999.7959, 1
Sphere9, 2125.3428, 1
Sphere17, 4449.9152, 1
Sphere7, 2400.0063, 1
Sphere19, 1762.6165, 1
Sphere6, 1150.0738, 1
Sphere13, 2074.5126, 1
Sphere20, 5499.0285, 1
Sphere2, 2949.0523, 1
Sphere10, 2024.5677, 1
Sphere5, 5913.0735, 3
Sphere18, 2274.391, 1
Sphere10, 2387.189, 1
Sphere17, 15500.4209, 5
Sphere9, 1571.4539, 1
Sphere4, 2823.8354, 2
Sphere7, 2011.0166, 1
Sphere18, 2211.8583, 1
Sphere3, 2062.1199, 1
Sphere11, 1874.9807, 1
Sphere20, 1361.7141, 1
Sphere15, 1749.8048, 1
Sphere12, 1186.9841, 1
Sphere5, 2512.1761, 1
Sphere13, 1186.6637, 1
Sphere14, 2436.9375, 1
Sphere6, 1462.0965, 1
Sphere1, 1174.2069, 1
Sphere19, 2375.3561, 1
Sphere8, 1511.657, 1
Sphere16, 1974.7392, 1
Sphere2, 1299.7162, 1
Sphere1, 1173.9936, 1
Sphere12, 3186.0652, 1
Sphere5, 1787.4725, 1
Sphere14, 2774.9942, 1
Sphere9, 2912.7004, 2
Sphere10, 2373.4769, 1
Sphere8, 1585.7502, 1
Sphere17, 2638.1096, 1
Sphere7, 1549.3261, 1
Sphere3, 1636.9042, 1
Total, 126040.1128, 59
