Name, finalTime, numberOfAttempts
Sphere18, 10350.1839, 6
Sphere3, 986.8112, 1
Sphere15, 1699.0549, 1
Sphere8, 2299.0545, 1
Sphere7, 874.4449, 1
Sphere4, 2074.2298, 1
Sphere2, 885.9317, 1
Sphere9, 849.7115, 1
Sphere12, 849.3262, 1
Sphere10, 887.935, 1
Sphere11, 1537.1768, 1
Sphere1, 1611.3834, 1
Sphere20, 799.8752, 1
Sphere5, 774.0959, 1
Sphere6, 599.4276, 1
Sphere16, 1186.5788, 1
Sphere17, 837.8558, 1
Sphere13, 1061.6274, 1
Sphere19, 7237.8378, 5
Sphere14, 2861.5721, 1
Sphere12, 698.7836, 1
Sphere2, 1499.1498, 1
Sphere18, 1561.3257, 1
Sphere11, 1287.833, 1
Sphere16, 1037.1024, 1
Sphere15, 1498.5987, 2
Sphere7, 811.2037, 1
Sphere10, 724.6252, 1
Sphere8, 824.8343, 1
Sphere6, 724.3104, 1
Sphere14, 686.3685, 1
Sphere20, 774.1416, 1
Sphere4, 1549.1909, 2
Sphere3, 711.6185, 1
Sphere13, 774.6812, 1
Sphere9, 849.3396, 1
Sphere5, 874.2049, 1
Sphere17, 662.2563, 1
Sphere19, 2187.4696, 1
Sphere1, 999.2902, 1
Sphere2, 775.0018, 1
Sphere10, 762.3032, 1
Sphere14, 1810.7317, 1
Sphere7, 725.1194, 1
Sphere15, 687.7993, 1
Sphere4, 1662.0857, 2
Sphere18, 12325.238, 5
Sphere1, 1237.4989, 1
Sphere12, 799.3618, 1
Sphere16, 2499.4349, 1
Total, 84313.8711, 66
