Name, finalTime, numberOfAttempts
Sphere12, 2075.0051, 1
Sphere11, 1661.7672, 1
Sphere4, 1599.1867, 1
Sphere15, 2324.5304, 1
Sphere8, 1962.4699, 1
Sphere1, 1462.0285, 1
Sphere3, 1136.5589, 1
Sphere14, 2687.3212, 1
Sphere16, 1949.8855, 1
Sphere9, 2149.7179, 1
Sphere17, 2086.5147, 1
Sphere7, 2149.3634, 1
Sphere19, 2298.7047, 1
Sphere6, 1887.0877, 1
Sphere13, 1587.9133, 1
Sphere20, 1986.2249, 1
Sphere2, 1837.2846, 1
Sphere10, 2011.8149, 1
Sphere5, 2374.5958, 1
Sphere18, 2012.1582, 1
Sphere10, 2899.3898, 1
Sphere17, 1812.1569, 1
Sphere9, 1586.0012, 1
Sphere4, 7337.2266, 1
Sphere7, 1423.0632, 1
Sphere18, 1912.8531, 1
Sphere3, 1999.2525, 1
Sphere11, 4799.9028, 1
Sphere20, 1587.2675, 1
Sphere15, 1687.6152, 1
Sphere12, 2037.6015, 1
Sphere5, 2362.695, 1
Sphere13, 2025.0815, 1
Sphere14, 3611.7869, 2
Sphere6, 1687.041, 1
Sphere1, 1660.9874, 1
Sphere19, 1974.6573, 1
Sphere8, 1636.4105, 1
Sphere16, 1149.8197, 1
Sphere2, 4037.718, 1
Sphere1, 1212.059, 1
Sphere12, 2111.6944, 1
Sphere5, 2074.4384, 1
Sphere14, 1748.9042, 1
Sphere9, 1823.7976, 1
Sphere10, 1861.8743, 1
Sphere8, 1586.642, 1
Sphere17, 2225.2442, 1
Sphere7, 1837.5026, 1
Sphere3, 1125.1148, 1
Total, 106102.8913, 51
