Name, finalTime, numberOfAttempts
Sphere18, 1011.5242, 1
Sphere3, 1950.2454, 1
Sphere15, 2299.2946, 1
Sphere8, 1924.2032, 1
Sphere7, 2349.7804, 1
Sphere4, 3674.867, 1
Sphere2, 3588.2222, 1
Sphere9, 1611.1042, 1
Sphere12, 1636.8557, 1
Sphere10, 1987.2326, 1
Sphere11, 3924.9633, 1
Sphere1, 2250.1046, 1
Sphere20, 1749.7335, 1
Sphere5, 1737.1809, 1
Sphere6, 1387.0954, 1
Sphere16, 3187.3687, 1
Sphere17, 937.5553, 1
Sphere13, 2312.027, 1
Sphere19, 3937.0501, 1
Sphere14, 3048.9022, 1
Sphere12, 2512.8859, 1
Sphere2, 2485.392, 1
Sphere18, 2649.9002, 1
Sphere11, 2574.6507, 2
Sphere16, 4273.9894, 1
Sphere15, 1874.5196, 2
Sphere7, 924.6825, 1
Sphere10, 1462.541, 1
Sphere8, 1711.5707, 1
Sphere6, 1050.0048, 1
Sphere14, 2724.8807, 1
Sphere20, 2411.5415, 2
Sphere4, 6074.0429, 2
Sphere3, 1799.0152, 1
Sphere13, 2161.5288, 1
Sphere9, 999.2532, 1
Sphere5, 1211.4781, 1
Sphere17, 1074.2147, 1
Sphere19, 2973.9434, 1
Sphere1, 1061.8457, 1
Sphere2, 1962.3164, 1
Sphere10, 1087.3308, 1
Sphere14, 4487.0195, 1
Sphere7, 825.1125, 1
Sphere15, 1450.9713, 1
Sphere4, 3685.4503, 1
Sphere18, 2036.4132, 1
Sphere1, 986.9495, 1
Sphere12, 1249.3738, 1
Sphere16, 2850.075, 1
Total, 111165.8671, 54
Name, finalTime, numberOfAttempts
