Name, finalTime, numberOfAttempts
Sphere12, 15011.4411, 3
Sphere10, 1712.483, 1
Sphere16, 1549.1872, 1
Sphere4, 2150.0202, 1
Sphere7, 2149.4552, 1
Sphere17, 3086.9932, 1
Sphere13, 11550.6898, 1
Sphere1, 4013.023, 1
Sphere19, 2024.3822, 1
Sphere18, 3262.6478, 1
Sphere14, 10634.1386, 1
Sphere3, 4774.3519, 2
Sphere5, 8687.3865, 1
Sphere20, 2061.8328, 1
Sphere6, 4973.9784, 1
Sphere11, 1786.6065, 1
Sphere9, 1574.3162, 1
Sphere8, 1824.5141, 1
Sphere2, 2025.032, 1
Sphere15, 1961.9066, 1
Sphere3, 1512.4458, 1
Sphere19, 1837.2154, 1
Sphere16, 1549.1752, 1
Sphere7, 1474.3364, 1
Sphere9, 1299.5564, 1
Sphere18, 1661.0758, 1
Sphere13, 2537.0959, 1
Sphere1, 1248.7034, 1
Sphere6, 3637.9588, 1
Sphere5, 10499.5229, 1
Sphere20, 2049.5946, 1
Sphere8, 2074.4053, 1
Sphere17, 1900.1004, 1
Sphere15, 1862.3153, 1
Sphere2, 1412.2132, 1
Sphere12, 1386.9477, 1
Sphere4, 1937.8271, 1
Sphere14, 3436.9003, 2
Sphere11, 2036.5611, 1
Sphere10, 2735.9678, 1
Sphere6, 6750.2573, 2
Sphere4, 2674.9769, 1
Sphere8, 5724.978, 1
Sphere14, 1925.1702, 1
Sphere17, 1786.7771, 1
Sphere1, 1549.3721, 1
Sphere9, 1462.1229, 1
Sphere11, 1487.479, 1
Sphere12, 1324.5044, 1
Sphere16, 1286.6323, 1
Total, 160902.3924, 55
