Name, finalTime, numberOfAttempts
Sphere12, 1174.0226, 1
Sphere10, 2123.4122, 1
Sphere16, 1724.4427, 1
Sphere4, 1636.8129, 1
Sphere7, 1163.061, 1
Sphere17, 874.2321, 1
Sphere13, 4287.4024, 1
Sphere1, 1187.7534, 1
Sphere19, 1349.6618, 1
Sphere18, 1437.2912, 1
Sphere14, 2949.6211, 1
Sphere3, 1499.4804, 1
Sphere5, 3675.3911, 1
Sphere20, 4462.115, 2
Sphere6, 1123.9097, 1
Sphere11, 1436.5923, 1
Sphere9, 949.4621, 1
Sphere8, 3687.3828, 1
Sphere2, 12261.827, 3
Sphere15, 1986.3602, 1
Sphere3, 1361.588, 1
Sphere19, 1573.804, 1
Sphere16, 1861.4403, 1
Sphere7, 1224.6612, 1
Sphere9, 886.2056, 1
Sphere18, 2661.5782, 1
Sphere13, 1561.4184, 1
Sphere1, 1462.1261, 1
Sphere6, 1599.6414, 1
Sphere5, 1936.2871, 1
Sphere20, 1649.9436, 1
Sphere8, 2162.3002, 1
Sphere17, 1362.177, 1
Sphere15, 1124.4461, 1
Sphere2, 2362.4473, 1
Sphere12, 1275.1348, 2
Sphere4, 1699.2641, 1
Sphere14, 3512.1398, 2
Sphere11, 1948.644, 1
Sphere10, 2723.9062, 1
Sphere6, 3474.9098, 2
Sphere4, 2700.2464, 2
Sphere8, 1774.6023, 1
Sphere14, 1086.161, 1
Sphere17, 887.2312, 1
Sphere1, 1262.1154, 1
Sphere9, 5686.7024, 2
Sphere11, 1898.7368, 1
Sphere12, 1874.8114, 2
Sphere16, 1074.5129, 1
Total, 108689.2735, 59
Name, finalTime, numberOfAttempts
