Name, finalTime, numberOfAttempts
Sphere12, 1524.3235, 1
Sphere10, 1386.472, 1
Sphere16, 1062.5352, 1
Sphere4, 3337.2017, 1
Sphere7, 1112.2175, 1
Sphere17, 974.9009, 1
Sphere13, 5624.785, 1
Sphere1, 750.1854, 1
Sphere19, 936.0767, 1
Sphere18, 1049.9577, 1
Sphere14, 1262.1708, 1
Sphere3, 937.639, 1
Sphere5, 836.897, 1
Sphere20, 798.8441, 1
Sphere6, 1849.186, 2
Sphere11, 999.8779, 1
Sphere9, 798.9058, 1
Sphere8, 1824.3593, 4
Sphere2, 748.9982, 1
Sphere15, 1512.2187, 3
Sphere3, 699.8344, 1
Sphere19, 549.1241, 1
Sphere16, 950.0253, 2
Sphere7, 799.3717, 2
Sphere9, 911.2199, 3
Sphere18, 586.6944, 1
Sphere13, 699.2079, 2
Sphere1, 573.6628, 2
Sphere6, 612.4267, 2
Sphere5, 512.0003, 2
Sphere20, 749.0923, 3
Sphere8, 1875.1576, 6
Sphere17, 674.3725, 2
Sphere15, 837.0785, 3
Sphere2, 3073.698, 7
Sphere12, 587.1769, 1
Sphere4, 724.6665, 2
Sphere14, 1111.941, 4
Sphere11, 787.3715, 2
Sphere10, 724.1311, 2
Sphere6, 899.9916, 3
Sphere4, 1774.8948, 4
Sphere8, 561.0892, 1
Sphere14, 498.7295, 1
Sphere17, 862.1591, 2
Sphere1, 350.0949, 1
Sphere9, 974.0153, 3
Sphere11, 474.1045, 1
Sphere12, 612.6195, 2
Sphere16, 712.153, 2
Total, 55112.6987, 96
Sphere16, 1012.355, 1
Total, 55412.9007, 97
