Name, finalTime, numberOfAttempts
Sphere12, 3745.4462, 2
Sphere10, 7461.9156, 2
Sphere16, 1111.8949, 1
Sphere4, 5112.2994, 1
Sphere7, 2274.5305, 1
Sphere17, 33649.3012, 1
Sphere13, 17611.902, 1
Sphere1, 1299.5032, 1
Sphere19, 1587.0915, 2
Sphere18, 2499.1365, 1
Sphere14, 2799.8566, 1
Sphere3, 1236.404, 1
Sphere5, 5437.3282, 1
Sphere20, 3624.5049, 2
Sphere6, 1862.1761, 1
Sphere11, 1124.3437, 1
Sphere9, 1150.4713, 1
Sphere8, 1087.4119, 1
Sphere2, 1798.8078, 1
Sphere15, 2061.974, 1
Sphere3, 1400.253, 1
Sphere19, 2475.0826, 2
Sphere16, 1173.9444, 1
Sphere7, 1612.3491, 1
Sphere9, 974.411, 1
Sphere18, 1799.1055, 1
Sphere13, 2312.0874, 1
Sphere1, 1011.4155, 1
Sphere6, 3474.0997, 1
Sphere5, 11548.7799, 1
Sphere20, 1524.9217, 1
Sphere8, 1087.5003, 1
Sphere17, 2311.8666, 1
Sphere15, 1849.0264, 1
Sphere2, 1074.2117, 1
Sphere12, 1137.1321, 1
Sphere4, 8074.9794, 1
Sphere14, 1400.2253, 1
Sphere11, 5399.9431, 1
Sphere10, 1887.9662, 1
Sphere6, 2899.5939, 1
Sphere4, 4461.6417, 1
Sphere8, 974.0286, 1
Sphere14, 1249.6144, 1
Sphere17, 1199.1673, 1
Sphere1, 1461.1923, 1
Sphere9, 874.6936, 1
Sphere11, 898.9974, 1
Sphere12, 1224.6296, 1
Sphere16, 886.3643, 1
Total, 168224.3926, 55
Name, finalTime, numberOfAttempts
