Name, finalTime, numberOfAttempts
Sphere19, 1774.2941, 1
Sphere16, 862.1389, 1
Sphere13, 4337.1178, 3
Sphere15, 1149.6863, 1
Sphere11, 2999.7007, 3
Sphere12, 887.5196, 1
Sphere7, 1886.101, 1
Sphere18, 1387.4633, 1
Sphere10, 1048.8358, 1
Sphere8, 861.2261, 1
Sphere3, 837.069, 1
Sphere9, 1099.2595, 1
Sphere1, 1449.3485, 2
Sphere2, 836.5195, 1
Sphere4, 1498.9025, 1
Sphere6, 1599.9104, 1
Sphere17, 1399.7565, 1
Sphere20, 1412.2324, 1
Sphere14, 1624.0248, 1
Sphere5, 961.5327, 1
Sphere17, 1611.1777, 1
Sphere2, 1774.0732, 1
Sphere4, 1199.1262, 1
Sphere11, 1299.6638, 1
Sphere18, 909.7477, 1
Sphere1, 749.4908, 1
Sphere13, 948.7779, 1
Sphere14, 2124.1904, 2
Sphere7, 824.0495, 1
Sphere15, 2024.7574, 1
Sphere12, 5237.3678, 1
Sphere9, 1312.0077, 1
Sphere6, 1474.7735, 1
Sphere10, 824.8567, 1
Sphere19, 862.0115, 1
Sphere8, 849.1909, 1
Sphere3, 898.9153, 1
Sphere20, 836.8753, 1
Sphere16, 749.0383, 1
Sphere5, 949.9442, 1
Sphere18, 711.1435, 1
Sphere13, 2424.4702, 1
Sphere9, 1073.53, 1
Sphere1, 698.7827, 1
Sphere7, 787.1065, 1
Sphere15, 1386.3546, 1
Sphere16, 1911.9364, 1
Sphere10, 1049.2535, 1
Sphere14, 1787.0413, 1
Sphere2, 849.3381, 1
Total, 70089.3576, 56
Name, finalTime, numberOfAttempts
Name, finalTime, numberOfAttempts
