Name, finalTime, numberOfAttempts
Sphere12, 4797.5683, 1
Sphere10, 910.9022, 1
Sphere16, 874.3115, 1
Sphere4, 1461.681, 2
Sphere7, 2023.8078, 1
Sphere17, 912.3388, 1
Sphere13, 1249.8925, 1
Sphere1, 986.6989, 1
Sphere19, 848.8271, 1
Sphere18, 873.9121, 1
Sphere14, 1711.5799, 1
Sphere3, 973.8294, 1
Sphere5, 13637.015, 1
Sphere20, 935.6646, 1
Sphere6, 1924.8598, 1
Sphere11, 999.187, 1
Sphere9, 1400.0598, 1
Sphere8, 2137.3059, 1
Sphere2, 2286.6796, 1
Sphere15, 1123.8821, 1
Sphere3, 849.3995, 1
Sphere19, 1774.3009, 1
Sphere16, 912.4034, 1
Sphere7, 1136.5108, 1
Sphere9, 1037.5945, 1
Sphere18, 2110.8319, 1
Sphere13, 7111.9044, 3
Sphere1, 986.5194, 1
Sphere6, 2487.3674, 1
Sphere5, 4637.3282, 3
Sphere20, 1549.2458, 2
Sphere8, 1037.5439, 1
Sphere17, 749.9953, 1
Sphere15, 936.5549, 1
Sphere2, 3949.4641, 1
Sphere12, 2049.5489, 1
Sphere4, 8474.619, 1
Sphere14, 2725.3538, 1
Sphere11, 1749.222, 1
Sphere10, 1074.5236, 1
Sphere6, 1437.2277, 1
Sphere4, 1487.3477, 1
Sphere8, 936.4019, 1
Sphere14, 948.7735, 1
Sphere17, 1986.9236, 1
Sphere1, 873.9949, 1
Sphere9, 1161.3593, 1
Sphere11, 861.648, 1
Sphere12, 924.4902, 1
Sphere16, 1474.8988, 1
Total, 101537.137, 56
