Name, finalTime, numberOfAttempts
Sphere12, 2824.1917, 1
Sphere10, 823.9102, 1
Sphere16, 749.5386, 1
Sphere4, 924.8923, 1
Sphere7, 711.6205, 1
Sphere17, 750.2951, 1
Sphere13, 1100.1227, 1
Sphere1, 874.6915, 1
Sphere19, 1037.368, 2
Sphere18, 886.2899, 1
Sphere14, 748.5572, 1
Sphere3, 849.4047, 1
Sphere5, 2537.1081, 2
Sphere20, 700.1344, 1
Sphere6, 1149.6912, 1
Sphere11, 661.2643, 1
Sphere9, 749.0023, 1
Sphere8, 986.9157, 1
Sphere2, 925.3865, 1
Sphere15, 786.7024, 1
Sphere3, 999.4946, 1
Sphere19, 650.2613, 1
Sphere16, 1024.8642, 1
Sphere7, 662.1249, 1
Sphere9, 536.7659, 1
Sphere18, 948.2224, 1
Sphere13, 1225.1896, 1
Sphere1, 699.6371, 1
Sphere6, 1310.9026, 1
Sphere5, 3111.8506, 1
Sphere20, 786.4967, 1
Sphere8, 1099.4092, 1
Sphere17, 750.2149, 1
Sphere15, 762.6299, 1
Sphere2, 762.5115, 1
Sphere12, 811.8155, 1
Sphere4, 1024.9123, 1
Sphere14, 1049.1641, 1
Sphere11, 724.094, 1
Sphere10, 861.67, 1
Sphere6, 587.0439, 1
Sphere4, 1224.4469, 1
Sphere8, 1199.4629, 1
Sphere14, 1212.4097, 1
Sphere17, 1524.5039, 1
Sphere1, 1012.0748, 1
Sphere9, 699.9885, 1
Sphere11, 749.3642, 1
Sphere12, 612.5249, 1
Sphere16, 674.4725, 1
Total, 50100.6061, 52
