Name, finalTime, numberOfAttempts
Sphere12, 2449.0444, 1
Sphere10, 2311.4438, 1
Sphere16, 1524.7883, 1
Sphere4, 5037.2501, 1
Sphere7, 1925.0489, 1
Sphere17, 1448.3045, 1
Sphere13, 7037.0896, 1
Sphere1, 1724.5668, 1
Sphere19, 836.8803, 1
Sphere18, 2411.6599, 1
Sphere14, 1924.0143, 1
Sphere3, 1049.2459, 1
Sphere5, 4786.8995, 1
Sphere20, 1012.3569, 1
Sphere6, 1473.3108, 1
Sphere11, 999.0021, 1
Sphere9, 936.8748, 1
Sphere8, 2649.0476, 2
Sphere2, 936.3858, 1
Sphere15, 1524.7277, 1
Sphere3, 875.2756, 1
Sphere19, 736.8694, 1
Sphere16, 1062.2551, 1
Sphere7, 1049.8838, 1
Sphere9, 761.8033, 1
Sphere18, 1737.3705, 1
Sphere13, 1799.3943, 1
Sphere1, 1574.0669, 1
Sphere6, 1874.2338, 1
Sphere5, 7111.0173, 1
Sphere20, 1861.764, 1
Sphere8, 986.5891, 1
Sphere17, 1112.1652, 1
Sphere15, 1324.6842, 1
Sphere2, 999.0646, 1
Sphere12, 835.9838, 1
Sphere4, 2061.8673, 1
Sphere14, 2187.4053, 1
Sphere11, 886.7223, 1
Sphere10, 987.0173, 1
Sphere6, 1599.5671, 1
Sphere4, 1761.7674, 1
Sphere8, 1298.7092, 1
Sphere14, 1137.3317, 1
Sphere17, 1949.3973, 2
Sphere1, 999.3468, 1
Sphere9, 999.1829, 1
Sphere11, 1274.1474, 1
Sphere12, 861.8419, 1
Sphere16, 700.253, 1
Total, 88439.3251, 52
