Name, finalTime, numberOfAttempts
Sphere12, 1362.1237, 1
Sphere10, 711.2384, 1
Sphere16, 1274.9941, 2
Sphere4, 612.1409, 1
Sphere7, 1361.3074, 2
Sphere17, 912.0542, 1
Sphere13, 899.3629, 2
Sphere1, 749.0679, 1
Sphere19, 561.5017, 1
Sphere18, 1037.2498, 2
Sphere14, 1387.0927, 2
Sphere3, 649.4555, 1
Sphere5, 1824.5742, 3
Sphere20, 749.1827, 1
Sphere6, 786.522, 1
Sphere11, 624.1787, 1
Sphere9, 625.328, 1
Sphere8, 837.3416, 1
Sphere2, 812.8476, 1
Sphere15, 787.3928, 1
Sphere3, 675.1129, 1
Sphere19, 549.552, 1
Sphere16, 548.8055, 1
Sphere7, 474.3241, 1
Sphere9, 511.6938, 1
Sphere18, 799.9886, 1
Sphere13, 912.5883, 1
Sphere1, 699.4855, 1
Sphere6, 598.788, 1
Sphere5, 1374.7895, 1
Sphere20, 549.5908, 1
Sphere8, 711.6201, 1
Sphere17, 723.6422, 1
Sphere15, 723.8947, 1
Sphere2, 825.0744, 1
Sphere12, 599.5356, 1
Sphere4, 499.3578, 1
Sphere14, 574.0352, 1
Sphere11, 525.074, 1
Sphere10, 549.6689, 1
Sphere6, 550.1367, 1
Sphere4, 612.2522, 1
Sphere8, 549.5307, 1
Sphere14, 649.3797, 1
Sphere17, 1024.6647, 2
Sphere1, 574.6261, 1
Sphere9, 462.3972, 1
Sphere11, 487.8772, 1
Sphere12, 599.3977, 1
Sphere16, 498.8091, 1
Total, 38025.576, 58
