Name, finalTime, numberOfAttempts
Sphere12, 473.9219, 1
Sphere11, 837.9742, 1
Sphere4, 662.3573, 1
Sphere15, 750.4186, 1
Sphere8, 800.2864, 1
Sphere1, 412.1016, 1
Sphere3, 862.7193, 2
Sphere14, 700.1996, 1
Sphere16, 536.8333, 1
Sphere9, 1024.4826, 2
Sphere17, 874.3213, 2
Sphere7, 1237.3896, 3
Sphere19, 623.4056, 1
Sphere6, 724.3938, 1
Sphere13, 574.5711, 1
Sphere20, 999.4964, 2
Sphere2, 498.7123, 1
Sphere10, 624.4021, 1
Sphere5, 1048.6456, 2
Sphere18, 511.7922, 1
Sphere10, 748.9233, 1
Sphere17, 1236.4579, 1
Sphere9, 636.9273, 1
Sphere4, 648.7153, 1
Sphere7, 637.3552, 1
Sphere18, 1036.6002, 2
Sphere3, 511.9462, 1
Sphere11, 1299.2367, 3
Sphere20, 599.5685, 1
Sphere15, 624.5162, 1
Sphere12, 724.4926, 1
Sphere5, 686.4227, 1
Sphere13, 961.6609, 1
Sphere14, 636.3198, 1
Sphere6, 486.7819, 1
Sphere1, 799.0583, 2
Sphere19, 574.4359, 1
Sphere8, 775.1558, 2
Sphere16, 486.4464, 1
Sphere2, 474.9797, 1
Sphere1, 662.3295, 2
Sphere12, 474.7294, 1
Sphere5, 974.5287, 2
Sphere14, 724.903, 2
Sphere9, 611.8328, 1
Sphere10, 761.9951, 2
Sphere8, 449.5189, 1
Sphere17, 512.0626, 1
Sphere7, 637.3715, 1
Sphere3, 811.8087, 2
Total, 36014.4507, 67
