Name, finalTime, numberOfAttempts
Sphere18, 848.3149, 1
Sphere3, 2087.1883, 1
Sphere15, 1100.4318, 1
Sphere8, 2261.9182, 3
Sphere7, 1800.0654, 2
Sphere4, 898.5848, 1
Sphere2, 1499.302, 1
Sphere9, 924.6891, 1
Sphere12, 674.5103, 1
Sphere10, 2312.0204, 1
Sphere11, 1386.6878, 1
Sphere1, 3336.9791, 1
Sphere20, 3275.6971, 1
Sphere5, 1523.8468, 2
Sphere6, 1362.3134, 2
Sphere16, 1387.4706, 1
Sphere17, 1011.426, 1
Sphere13, 911.7397, 1
Sphere19, 1249.1751, 1
Sphere14, 1974.559, 2
Sphere12, 799.9295, 1
Sphere2, 637.3028, 1
Sphere18, 3199.581, 1
Sphere11, 1886.1636, 1
Sphere16, 1912.0003, 2
Sphere15, 3799.313, 2
Sphere7, 962.3257, 1
Sphere10, 912.4464, 1
Sphere8, 1011.0564, 1
Sphere6, 625.1871, 1
Sphere14, 887.2685, 1
Sphere20, 649.4056, 1
Sphere4, 599.3643, 1
Sphere3, 623.9737, 1
Sphere13, 873.9889, 1
Sphere9, 461.3736, 1
Sphere5, 723.8884, 1
Sphere17, 599.7474, 1
Sphere19, 1299.4213, 1
Sphere1, 661.5135, 1
Sphere2, 599.6315, 1
Sphere10, 1387.4768, 3
Sphere14, 3962.7453, 4
Sphere7, 974.5921, 1
Sphere15, 788.0907, 1
Sphere4, 849.4712, 1
Sphere18, 4075.2977, 2
Sphere1, 3137.703, 2
Sphere12, 849.4107, 1
Sphere16, 1686.4362, 1
Total, 73288.0162, 65
Name, finalTime, numberOfAttempts
