Name, finalTime, numberOfAttempts
Sphere18, 2174.3039, 1
Sphere3, 1849.5756, 1
Sphere15, 2499.3049, 1
Sphere8, 3249.4038, 1
Sphere7, 1198.8115, 1
Sphere4, 2524.6809, 1
Sphere2, 2099.362, 1
Sphere9, 2174.0168, 1
Sphere12, 1736.4639, 1
Sphere10, 2199.0045, 1
Sphere11, 2987.3588, 1
Sphere1, 1887.7655, 1
Sphere20, 1699.7958, 1
Sphere5, 1787.9178, 1
Sphere6, 2137.3204, 1
Sphere16, 7624.8632, 1
Sphere17, 1386.6565, 1
Sphere13, 1286.7873, 1
Sphere19, 3550.1553, 1
Sphere14, 4237.5773, 1
Sphere12, 1324.2919, 1
Sphere2, 2011.5632, 1
Sphere18, 1437.2696, 1
Sphere11, 1987.5558, 1
Sphere16, 2275.051, 1
Sphere15, 2074.3244, 1
Sphere7, 1087.1147, 1
Sphere10, 1300.3804, 1
Sphere8, 2611.8599, 1
Sphere6, 1086.9808, 1
Sphere14, 5336.502, 1
Sphere20, 1124.2146, 1
Sphere4, 1574.3658, 1
Sphere3, 1087.5124, 1
Sphere13, 1461.9239, 1
Sphere9, 1348.6468, 1
Sphere5, 1399.101, 1
Sphere17, 1199.3068, 1
Sphere19, 3237.1973, 1
Sphere1, 2149.5484, 1
Sphere2, 1774.097, 1
Sphere10, 1136.4896, 1
Sphere14, 7062.1431, 2
Sphere7, 1099.629, 1
Sphere15, 2274.344, 1
Sphere4, 9025.1202, 2
Sphere18, 3037.8512, 1
Sphere1, 1199.3165, 1
Sphere12, 1336.994, 1
Sphere16, 5623.971, 2
Total, 121003.1069, 53
