Name, finalTime, numberOfAttempts
Sphere19, 1449.1594, 1
Sphere16, 948.8475, 1
Sphere13, 786.5048, 1
Sphere15, 886.9692, 1
Sphere11, 974.7053, 1
Sphere12, 2037.0231, 3
Sphere7, 1599.5286, 2
Sphere18, 1336.3525, 1
Sphere10, 1099.1358, 1
Sphere8, 861.5362, 1
Sphere3, 948.7946, 1
Sphere9, 1111.9967, 1
Sphere1, 686.1761, 1
Sphere2, 961.827, 1
Sphere4, 749.1815, 1
Sphere6, 599.8819, 1
Sphere17, 2300.4362, 3
Sphere20, 912.2844, 1
Sphere14, 3449.1865, 1
Sphere5, 1062.6859, 1
Sphere17, 799.5243, 1
Sphere2, 786.3568, 1
Sphere4, 773.9629, 1
Sphere11, 649.5121, 1
Sphere18, 587.5668, 1
Sphere1, 1224.4203, 2
Sphere13, 786.8787, 1
Sphere14, 986.0551, 2
Sphere7, 762.1389, 1
Sphere15, 725.1415, 1
Sphere12, 773.9922, 1
Sphere9, 724.9093, 1
Sphere6, 810.8491, 1
Sphere10, 661.5002, 1
Sphere19, 674.2296, 1
Sphere8, 699.5039, 1
Sphere3, 799.5303, 1
Sphere20, 1199.645, 1
Sphere16, 662.4279, 1
Sphere5, 687.2204, 1
Sphere18, 1324.7789, 3
Sphere13, 875.0669, 2
Sphere9, 962.5118, 1
Sphere1, 586.9963, 1
Sphere7, 812.8327, 1
Sphere15, 962.2087, 2
Sphere16, 823.8239, 1
Sphere10, 1149.5143, 1
Sphere14, 1262.3589, 2
Sphere2, 599.4279, 1
Total, 49926.0083, 62
