Name, finalTime, numberOfAttempts
Sphere18, 2536.7313, 1
Sphere3, 1736.9191, 1
Sphere15, 3099.6842, 1
Sphere8, 4061.7742, 1
Sphere7, 1350.1099, 1
Sphere4, 21236.8367, 4
Sphere2, 5112.0584, 1
Sphere9, 2087.2966, 1
Sphere12, 1361.7791, 1
Sphere10, 3050.0849, 2
Sphere11, 4037.5891, 1
Sphere1, 1863.2481, 1
Sphere20, 1722.9873, 1
Sphere5, 1649.5241, 1
Sphere6, 1712.5066, 1
Sphere16, 3500.1148, 1
Sphere17, 2237.741, 1
Sphere13, 2199.4289, 1
Sphere19, 5098.7754, 1
Sphere14, 3724.7616, 1
Sphere12, 5337.7998, 1
Sphere2, 3449.9384, 1
Sphere18, 2537.2194, 1
Sphere11, 2261.3882, 1
Sphere16, 3261.9873, 1
Sphere15, 3274.3434, 1
Sphere7, 1149.5663, 1
Sphere10, 1961.8714, 1
Sphere8, 2811.9066, 1
Sphere6, 1325.146, 1
Sphere14, 3561.8993, 1
Sphere20, 2361.6335, 1
Sphere4, 10424.4855, 3
Sphere3, 1162.1597, 1
Sphere13, 2686.386, 1
Sphere9, 1424.3172, 1
Sphere5, 1312.1158, 1
Sphere17, 1724.9979, 2
Sphere19, 3686.6891, 1
Sphere1, 1312.3677, 1
Sphere2, 1262.2405, 1
Sphere10, 2412.6157, 1
Sphere14, 2661.7163, 1
Sphere7, 1087.7051, 1
Sphere15, 4524.9634, 2
Sphere4, 3424.895, 1
Sphere18, 2811.2567, 1
Sphere1, 6886.9341, 1
Sphere12, 1349.3635, 1
Sphere16, 3562.3636, 1
Total, 160416.1618, 58
Name, finalTime, numberOfAttempts
