Name, finalTime, numberOfAttempts
Sphere12, 1685.6981, 2
Sphere10, 761.4817, 1
Sphere16, 5837.5668, 2
Sphere4, 1038.1016, 1
Sphere7, 1184.9353, 2
Sphere17, 774.2626, 1
Sphere13, 699.1587, 1
Sphere1, 1212.7254, 1
Sphere19, 1462.5867, 1
Sphere18, 1174.9049, 1
Sphere14, 1585.9832, 1
Sphere3, 836.6289, 1
Sphere5, 3124.7124, 1
Sphere20, 1174.488, 1
Sphere6, 961.3276, 1
Sphere11, 812.1588, 1
Sphere9, 799.9017, 1
Sphere8, 1074.3893, 1
Sphere2, 786.9264, 1
Sphere15, 862.9228, 1
Sphere3, 649.4828, 1
Sphere19, 699.5467, 1
Sphere16, 1787.542, 2
Sphere7, 835.7934, 1
Sphere9, 699.1605, 1
Sphere18, 2524.3829, 1
Sphere13, 923.853, 1
Sphere1, 723.8952, 1
Sphere6, 1324.8187, 1
Sphere5, 1837.2175, 1
Sphere20, 749.8875, 1
Sphere8, 1562.02, 1
Sphere17, 1062.1003, 1
Sphere15, 675.4367, 1
Sphere2, 724.0445, 1
Sphere12, 549.6884, 1
Sphere4, 3849.5059, 2
Sphere14, 1012.2986, 1
Sphere11, 887.4158, 1
Sphere10, 775.0295, 1
Sphere6, 1687.7019, 1
Sphere4, 1512.395, 1
Sphere8, 1599.5, 1
Sphere14, 1236.7868, 1
Sphere17, 1436.6665, 1
Sphere1, 699.5222, 1
Sphere9, 699.851, 1
Sphere11, 699.241, 1
Sphere12, 725.0612, 1
Sphere16, 723.6987, 1
Total, 62749.163, 55
Name, finalTime, numberOfAttempts
