Name, finalTime, numberOfAttempts
Sphere19, 986.8617, 2
Sphere16, 1111.4127, 2
Sphere13, 824.3563, 1
Sphere15, 573.7911, 1
Sphere11, 586.464, 1
Sphere12, 623.9745, 1
Sphere7, 837.3533, 1
Sphere18, 1262.0984, 2
Sphere10, 736.1506, 1
Sphere8, 1424.6645, 3
Sphere3, 937.9292, 1
Sphere9, 736.372, 1
Sphere1, 549.5668, 1
Sphere2, 724.9373, 1
Sphere4, 636.4698, 1
Sphere6, 562.5681, 1
Sphere17, 750.5548, 1
Sphere20, 1049.533, 2
Sphere14, 961.5081, 2
Sphere5, 600.3937, 1
Sphere17, 1049.5238, 2
Sphere2, 499.6866, 1
Sphere4, 611.7678, 1
Sphere11, 824.5021, 2
Sphere18, 612.5867, 1
Sphere1, 586.7354, 1
Sphere13, 786.9416, 2
Sphere14, 1112.6682, 2
Sphere7, 611.4049, 1
Sphere15, 511.2814, 1
Sphere12, 699.2238, 1
Sphere9, 950.2437, 2
Sphere6, 1225.332, 1
Sphere10, 1274.5425, 2
Sphere19, 761.0972, 1
Sphere8, 724.1984, 1
Sphere3, 961.475, 1
Sphere20, 836.7952, 1
Sphere16, 962.3443, 2
Sphere5, 512.794, 1
Sphere18, 924.8799, 2
Sphere13, 1037.7904, 2
Sphere9, 737.3119, 1
Sphere1, 612.3311, 1
Sphere7, 724.224, 1
Sphere15, 586.2696, 1
Sphere16, 2173.8428, 4
Sphere10, 899.6558, 1
Sphere14, 887.5131, 1
Sphere2, 499.8601, 1
Total, 41700.7001, 69
