Name, finalTime, numberOfAttempts
Sphere19, 1234.3345, 1
Sphere16, 1135.0214, 1
Sphere13, 4562.4249, 2
Sphere15, 1924.2369, 1
Sphere11, 1325.1755, 1
Sphere12, 1874.5481, 2
Sphere7, 1974.3416, 1
Sphere18, 1061.4102, 1
Sphere10, 1024.7739, 1
Sphere8, 1349.7785, 2
Sphere3, 986.3478, 1
Sphere9, 1024.3921, 1
Sphere1, 874.0611, 1
Sphere2, 961.4619, 1
Sphere4, 1362.9285, 1
Sphere6, 1286.1303, 1
Sphere17, 2649.2051, 2
Sphere20, 1073.4149, 1
Sphere14, 1500.1286, 1
Sphere5, 1498.5782, 1
Sphere17, 1311.9565, 1
Sphere2, 1824.4787, 1
Sphere4, 1211.911, 1
Sphere11, 1249.4734, 1
Sphere18, 1061.5418, 1
Sphere1, 1225.497, 1
Sphere13, 1124.7178, 1
Sphere14, 1061.1685, 1
Sphere7, 1324.0243, 1
Sphere15, 1161.5816, 1
Sphere12, 3161.3674, 2
Sphere9, 1549.296, 1
Sphere6, 1286.7023, 1
Sphere10, 1175.0995, 1
Sphere19, 2861.5606, 1
Sphere8, 1337.0724, 1
Sphere3, 1387.0558, 1
Sphere20, 1237.3182, 1
Sphere16, 1086.6495, 1
Sphere5, 1124.1996, 1
Sphere18, 1149.7753, 1
Sphere13, 1124.9927, 1
Sphere9, 1136.7372, 1
Sphere1, 948.5285, 1
Sphere7, 1161.4662, 1
Sphere15, 961.5879, 1
Sphere16, 2374.1439, 2
Sphere10, 1549.2444, 1
Sphere14, 1574.2176, 2
Sphere2, 1312.7836, 1
Total, 72772.6836, 57
Name, finalTime, numberOfAttempts
