Name, finalTime, numberOfAttempts
Sphere19, 1387.2536, 1
Sphere16, 1623.8146, 1
Sphere13, 5612.3064, 2
Sphere15, 1899.5865, 1
Sphere11, 3261.932, 1
Sphere12, 2724.7949, 1
Sphere7, 1949.9664, 1
Sphere18, 2486.7019, 1
Sphere10, 3986.3852, 1
Sphere8, 1774.6513, 1
Sphere3, 4174.4421, 1
Sphere9, 3686.8495, 2
Sphere1, 2874.976, 1
Sphere2, 1536.7232, 1
Sphere4, 3536.9105, 1
Sphere6, 1486.8734, 1
Sphere17, 1787.2208, 1
Sphere20, 2287.7809, 1
Sphere14, 2237.1856, 1
Sphere5, 1400.0106, 1
Sphere17, 2110.9632, 1
Sphere2, 1874.3012, 1
Sphere4, 2799.2393, 1
Sphere11, 1362.2206, 1
Sphere18, 1248.0961, 1
Sphere1, 2912.2705, 1
Sphere13, 2999.4238, 1
Sphere14, 1874.0862, 1
Sphere7, 2612.2807, 1
Sphere15, 5112.5734, 2
Sphere12, 1736.5109, 1
Sphere9, 2399.3693, 1
Sphere6, 1936.5768, 1
Sphere10, 3587.3197, 1
Sphere19, 1336.8593, 1
Sphere8, 2699.6872, 1
Sphere3, 3087.5174, 1
Sphere20, 1486.9662, 1
Sphere16, 1424.1466, 1
Sphere5, 1562.1037, 1
Sphere18, 1874.6754, 1
Sphere13, 1499.3112, 1
Sphere9, 1425.3141, 1
Sphere1, 2824.6668, 1
Sphere7, 2137.852, 1
Sphere15, 1737.5511, 1
Sphere16, 2849.6959, 1
Sphere10, 2011.3614, 1
Sphere14, 2837.0466, 1
Sphere2, 2062.7187, 1
Total, 119165.8901, 53
