Name, finalTime, numberOfAttempts
Sphere19, 1624.4034, 1
Sphere16, 3924.769, 2
Sphere13, 2386.7987, 1
Sphere15, 3012.1649, 2
Sphere11, 3561.9615, 2
Sphere12, 2436.4005, 1
Sphere7, 2599.5009, 2
Sphere18, 3173.7649, 2
Sphere10, 2024.5046, 1
Sphere8, 3549.8133, 2
Sphere3, 2512.7829, 2
Sphere9, 2986.8649, 2
Sphere1, 2949.4652, 2
Sphere2, 2149.4198, 1
Sphere4, 4187.7885, 2
Sphere6, 1737.3487, 1
Sphere17, 1724.6555, 1
Sphere20, 1886.3528, 1
Sphere14, 3249.9056, 2
Sphere5, 1687.3775, 1
Sphere17, 4000.2383, 2
Sphere2, 2912.2844, 1
Sphere4, 1424.1119, 1
Sphere11, 2337.2636, 1
Sphere18, 1610.2311, 1
Sphere1, 2761.1338, 1
Sphere13, 1637.375, 1
Sphere14, 1274.8581, 1
Sphere7, 1361.3035, 1
Sphere15, 3798.9397, 2
Sphere12, 1474.6028, 1
Sphere9, 1799.411, 1
Sphere6, 3324.243, 2
Sphere10, 1486.6259, 1
Sphere19, 1049.7633, 1
Sphere8, 1875.1058, 1
Sphere3, 1549.1842, 1
Sphere20, 1787.1217, 1
Sphere16, 1748.3752, 1
Sphere5, 2012.463, 1
Sphere18, 2287.2024, 1
Sphere13, 1573.9729, 1
Sphere9, 1649.6078, 1
Sphere1, 2937.3117, 2
Sphere7, 1486.9918, 1
Sphere15, 2711.9587, 2
Sphere16, 3448.8083, 2
Sphere10, 3186.5525, 1
Sphere14, 3399.032, 2
Sphere2, 1899.9662, 1
Total, 119202.9068, 68
Name, finalTime, numberOfAttempts
