Name, finalTime, numberOfAttempts
Sphere12, 2274.1205, 1
Sphere10, 974.6762, 1
Sphere16, 862.3157, 1
Sphere4, 2312.3427, 1
Sphere7, 961.4227, 1
Sphere17, 4274.5019, 1
Sphere13, 7186.595, 1
Sphere1, 5087.0923, 1
Sphere19, 936.4934, 1
Sphere18, 3363.9064, 1
Sphere14, 1484.4727, 1
Sphere3, 1024.9322, 1
Sphere5, 2525.0287, 1
Sphere20, 1148.7526, 1
Sphere6, 2274.176, 1
Sphere11, 1148.7071, 1
Sphere9, 1336.5503, 1
Sphere8, 3674.1109, 1
Sphere2, 986.4049, 1
Sphere15, 1661.5076, 1
Sphere3, 2399.6668, 1
Sphere19, 1087.5057, 1
Sphere16, 1274.3265, 1
Sphere7, 1562.4532, 1
Sphere9, 1399.4988, 1
Sphere18, 2624.6434, 1
Sphere13, 4224.9464, 1
Sphere1, 1424.9838, 1
Sphere6, 1036.4712, 1
Sphere5, 2425.2343, 1
Sphere20, 1024.7288, 1
Sphere8, 1036.5507, 1
Sphere17, 848.6611, 1
Sphere15, 899.7954, 1
Sphere2, 949.36, 1
Sphere12, 936.8811, 1
Sphere4, 1786.4196, 1
Sphere14, 1799.3542, 1
Sphere11, 1462.5475, 1
Sphere10, 1262.445, 1
Sphere6, 2361.8805, 1
Sphere4, 1674.4985, 1
Sphere8, 1699.7465, 1
Sphere14, 986.7407, 1
Sphere17, 1124.354, 1
Sphere1, 887.0301, 1
Sphere9, 836.7357, 1
Sphere11, 1149.4372, 1
Sphere12, 949.7786, 1
Sphere16, 960.7908, 1
Total, 89625.4749, 50
