Name, finalTime, numberOfAttempts
Sphere12, 924.5325, 1
Sphere10, 711.788, 1
Sphere16, 749.3459, 1
Sphere4, 899.6935, 1
Sphere7, 1187.217, 2
Sphere17, 861.6638, 1
Sphere13, 975.5462, 1
Sphere1, 724.4878, 1
Sphere19, 637.7965, 1
Sphere18, 1536.0542, 1
Sphere14, 1086.694, 1
Sphere3, 799.2491, 1
Sphere5, 1187.9461, 1
Sphere20, 911.9263, 1
Sphere6, 1513.1724, 1
Sphere11, 674.5042, 1
Sphere9, 988.0042, 2
Sphere8, 1523.0474, 2
Sphere2, 637.1255, 1
Sphere15, 750.393, 1
Sphere3, 1012.2765, 1
Sphere19, 624.4061, 1
Sphere16, 873.7977, 1
Sphere7, 861.3705, 1
Sphere9, 537.2, 1
Sphere18, 1037.2618, 1
Sphere13, 1211.8051, 1
Sphere1, 637.8854, 1
Sphere6, 962.4266, 1
Sphere5, 1999.4792, 2
Sphere20, 724.447, 1
Sphere8, 1125.0471, 1
Sphere17, 1387.4184, 1
Sphere15, 1011.5807, 1
Sphere2, 837.415, 1
Sphere12, 612.0934, 1
Sphere4, 737.0647, 1
Sphere14, 1087.7998, 1
Sphere11, 724.6373, 1
Sphere10, 750.0594, 1
Sphere6, 1436.9462, 1
Sphere4, 986.9722, 1
Sphere8, 1299.3814, 2
Sphere14, 937.8892, 1
Sphere17, 1687.2264, 2
Sphere1, 637.099, 1
Sphere9, 536.1223, 1
Sphere11, 637.0859, 1
Sphere12, 561.8402, 1
Sphere16, 499.7663, 1
Total, 47276.8807, 56
