Name, finalTime, numberOfAttempts
Sphere19, 1373.0238, 1
Sphere16, 812.0393, 1
Sphere13, 1012.1639, 1
Sphere15, 673.783, 1
Sphere11, 711.2506, 1
Sphere12, 662.2583, 1
Sphere7, 949.6886, 1
Sphere18, 699.074, 1
Sphere10, 1011.5215, 1
Sphere8, 662.0927, 1
Sphere3, 949.4873, 1
Sphere9, 1024.8507, 1
Sphere1, 736.6824, 1
Sphere2, 1398.5801, 2
Sphere4, 836.8537, 1
Sphere6, 624.3544, 1
Sphere17, 1073.7447, 1
Sphere20, 1649.4073, 2
Sphere14, 874.374, 1
Sphere5, 824.7413, 1
Sphere17, 761.8445, 1
Sphere2, 886.6394, 1
Sphere4, 699.5064, 1
Sphere11, 762.1474, 1
Sphere18, 774.0844, 1
Sphere1, 1049.7152, 1
Sphere13, 937.4171, 1
Sphere14, 1037.2093, 1
Sphere7, 662.2284, 1
Sphere15, 886.9574, 1
Sphere12, 1462.0223, 2
Sphere9, 699.3703, 1
Sphere6, 586.0515, 1
Sphere10, 685.3993, 1
Sphere19, 911.6048, 1
Sphere8, 1099.8053, 2
Sphere3, 1087.685, 1
Sphere20, 1049.3325, 1
Sphere16, 913.0235, 1
Sphere5, 811.9277, 2
Sphere18, 786.7801, 1
Sphere13, 886.9595, 1
Sphere9, 823.9912, 1
Sphere1, 1562.22, 3
Sphere7, 949.6823, 1
Sphere15, 761.8053, 1
Sphere16, 1349.9894, 1
Sphere10, 1624.3082, 2
Sphere14, 1524.6753, 1
Sphere2, 650.3159, 1
Total, 47275.0445, 58
