Name, finalTime, numberOfAttempts
Sphere12, 1186.6784, 1
Sphere10, 873.8194, 1
Sphere16, 6199.0899, 2
Sphere4, 1087.255, 1
Sphere7, 3212.6447, 1
Sphere17, 1099.3501, 1
Sphere13, 936.9678, 1
Sphere1, 2011.4831, 1
Sphere19, 1711.9537, 2
Sphere18, 3324.2588, 1
Sphere14, 999.0453, 1
Sphere3, 1411.2829, 1
Sphere5, 1999.7191, 1
Sphere20, 2337.7662, 1
Sphere6, 2287.4438, 1
Sphere11, 2799.7113, 1
Sphere9, 1637.2048, 2
Sphere8, 18399.8058, 3
Sphere2, 774.0387, 1
Sphere15, 799.4226, 1
Sphere3, 1450.3353, 1
Sphere19, 2399.7498, 1
Sphere16, 761.4994, 1
Sphere7, 3211.3716, 1
Sphere9, 674.2408, 1
Sphere18, 2112.5844, 1
Sphere13, 6200.6673, 1
Sphere1, 4787.0129, 1
Sphere6, 2073.6283, 1
Sphere5, 837.0284, 1
Sphere20, 2336.948, 1
Sphere8, 1486.6658, 1
Sphere17, 824.942, 1
Sphere15, 787.5548, 1
Sphere2, 11874.9889, 1
Sphere12, 1823.6651, 1
Sphere4, 1799.8447, 1
Sphere14, 811.9899, 1
Sphere11, 2361.6125, 1
Sphere10, 748.8986, 1
Sphere6, 1437.0169, 1
Sphere4, 811.375, 1
Sphere8, 3598.5703, 1
Sphere14, 1536.6232, 1
Sphere17, 3899.7138, 1
Sphere1, 824.5232, 1
Sphere9, 624.1627, 1
Sphere11, 700.1557, 1
Sphere12, 560.9029, 1
Sphere16, 2649.8211, 4
Total, 121127.8399, 58
