Name, finalTime, numberOfAttempts
Sphere18, 3736.05, 1
Sphere3, 1399.3428, 1
Sphere15, 4636.9707, 1
Sphere8, 2787.1406, 2
Sphere7, 1099.4055, 1
Sphere4, 1336.7878, 1
Sphere2, 4250.0634, 1
Sphere9, 6212.5216, 1
Sphere12, 3961.6288, 1
Sphere10, 1173.4602, 1
Sphere11, 5049.3276, 2
Sphere1, 7999.3828, 1
Sphere20, 1224.234, 1
Sphere5, 1575.0514, 2
Sphere6, 736.7764, 1
Sphere16, 2024.0676, 1
Sphere17, 912.5107, 1
Sphere13, 1049.7529, 1
Sphere19, 3687.1525, 1
Sphere14, 1486.8844, 1
Sphere12, 3512.1432, 1
Sphere2, 1274.0845, 1
Sphere18, 6787.1247, 1
Sphere11, 2225.2442, 1
Sphere16, 2847.6209, 1
Sphere15, 1774.094, 1
Sphere7, 2088.0955, 1
Sphere10, 3649.3018, 1
Sphere8, 1424.3444, 1
Sphere6, 1349.5839, 1
Sphere14, 1161.7789, 1
Sphere20, 1386.7633, 1
Sphere4, 1236.0799, 1
Sphere3, 1824.8645, 1
Sphere13, 2549.1935, 1
Sphere9, 5150.3925, 1
Sphere5, 1136.8433, 1
Sphere17, 824.3405, 1
Sphere19, 1987.8758, 1
Sphere1, 7737.491, 1
Sphere2, 1285.6962, 1
Sphere10, 986.7245, 1
Sphere14, 1999.7484, 1
Sphere7, 2049.3523, 1
Sphere15, 1062.0603, 1
Sphere4, 1237.0947, 1
Sphere18, 4637.1292, 1
Sphere1, 9712.7028, 1
Sphere12, 1124.14, 1
Sphere16, 3661.1786, 1
Total, 136052.3895, 53
