Name, finalTime, numberOfAttempts
Sphere19, 1423.8815, 1
Sphere16, 1524.377, 1
Sphere13, 1349.3305, 1
Sphere15, 1387.6424, 1
Sphere11, 1512.4517, 1
Sphere12, 1562.4402, 1
Sphere7, 1725.1791, 1
Sphere18, 1949.1143, 1
Sphere10, 1937.1636, 1
Sphere8, 1775.5396, 1
Sphere3, 1449.4162, 1
Sphere9, 1974.0799, 1
Sphere1, 1249.5488, 1
Sphere2, 1799.9467, 1
Sphere4, 3461.3008, 2
Sphere6, 1761.8901, 1
Sphere17, 1862.2371, 1
Sphere20, 2150.2538, 1
Sphere14, 2062.3006, 1
Sphere5, 1348.8855, 1
Sphere17, 1824.49, 1
Sphere2, 1724.9044, 1
Sphere4, 1499.8968, 1
Sphere11, 1437.1412, 1
Sphere18, 1547.6976, 1
Sphere1, 1449.5793, 1
Sphere13, 1561.845, 1
Sphere14, 1761.3907, 1
Sphere7, 2112.1724, 2
Sphere15, 1599.5363, 1
Sphere12, 1574.3782, 1
Sphere9, 1700.3145, 1
Sphere6, 1986.0335, 1
Sphere10, 1486.4139, 1
Sphere19, 1499.6729, 1
Sphere8, 1161.8927, 1
Sphere3, 1312.1435, 1
Sphere20, 2124.784, 1
Sphere16, 1912.3812, 1
Sphere5, 1500.0736, 1
Sphere18, 1162.3325, 1
Sphere13, 1237.0741, 1
Sphere9, 1762.5528, 1
Sphere1, 1399.4349, 1
Sphere7, 1399.7029, 1
Sphere15, 1549.122, 1
Sphere16, 1348.7934, 1
Sphere10, 1437.4275, 1
Sphere14, 1537.4562, 1
Sphere2, 1287.4109, 1
Total, 82188.9163, 52
Name, finalTime, numberOfAttempts
