Name, finalTime, numberOfAttempts
Sphere12, 6487.8119, 1
Sphere11, 12100.1265, 3
Sphere4, 4084.6061, 1
Sphere15, 3100.1359, 1
Sphere8, 3475.318, 1
Sphere1, 2237.3799, 1
Sphere3, 3298.9713, 1
Sphere14, 2924.6067, 1
Sphere16, 2287.0913, 1
Sphere9, 2536.9638, 1
Sphere17, 6387.0525, 1
Sphere7, 3259.4266, 1
Sphere19, 2036.4533, 1
Sphere6, 4099.5255, 1
Sphere13, 2211.6648, 1
Sphere20, 2374.2333, 2
Sphere2, 1599.4827, 1
Sphere10, 3085.9847, 1
Sphere5, 3462.4674, 1
Sphere18, 2612.3855, 1
Sphere10, 2687.1225, 1
Sphere17, 3024.1511, 1
Sphere9, 1798.9722, 1
Sphere4, 2474.1811, 1
Sphere7, 3885.6303, 2
Sphere18, 2699.0627, 1
Sphere3, 2011.8488, 1
Sphere11, 1962.5292, 1
Sphere20, 7062.714, 3
Sphere15, 1862.0327, 1
Sphere12, 3249.1137, 1
Sphere5, 3662.1268, 1
Sphere13, 2136.6452, 1
Sphere14, 2061.7422, 1
Sphere6, 1524.4791, 1
Sphere1, 2374.2314, 1
Sphere19, 2174.4718, 1
Sphere8, 3098.7328, 2
Sphere16, 1624.8597, 1
Sphere2, 1650.2198, 1
Sphere1, 2011.7289, 1
Sphere12, 1761.6671, 1
Sphere5, 2474.3194, 1
Sphere14, 2173.6653, 1
Sphere9, 1487.2198, 1
Sphere10, 1399.3709, 1
Sphere8, 1399.7508, 1
Sphere17, 1723.3548, 1
Sphere7, 1874.9487, 2
Sphere3, 1599.497, 1
Total, 144628.0993, 58
