Name, finalTime, numberOfAttempts
Sphere18, 10887.483, 3
Sphere3, 1174.7134, 1
Sphere15, 4049.8019, 1
Sphere8, 2837.0418, 1
Sphere7, 1186.9965, 1
Sphere4, 1675.235, 1
Sphere2, 1238.1589, 1
Sphere9, 974.9263, 1
Sphere12, 1149.797, 1
Sphere10, 799.0964, 1
Sphere11, 1374.9121, 1
Sphere1, 999.7089, 1
Sphere20, 1561.3238, 1
Sphere5, 1537.3132, 1
Sphere6, 687.193, 1
Sphere16, 1625.0142, 1
Sphere17, 1010.8844, 1
Sphere13, 3812.0219, 3
Sphere19, 1824.2838, 1
Sphere14, 1237.0648, 1
Sphere12, 961.9883, 1
Sphere2, 1800.3426, 1
Sphere18, 924.802, 1
Sphere11, 1862.4974, 1
Sphere16, 987.6367, 1
Sphere15, 1198.7094, 1
Sphere7, 886.6164, 1
Sphere10, 1199.9371, 1
Sphere8, 974.6549, 1
Sphere6, 1186.8658, 1
Sphere14, 1198.9167, 1
Sphere20, 1299.4469, 1
Sphere4, 8462.0822, 5
Sphere3, 1074.3222, 1
Sphere13, 1187.915, 1
Sphere9, 974.7451, 1
Sphere5, 924.9378, 1
Sphere17, 773.612, 1
Sphere19, 2436.4951, 1
Sphere1, 2125.3157, 2
Sphere2, 2474.039, 2
Sphere10, 787.2003, 1
Sphere14, 1862.2048, 1
Sphere7, 824.2661, 1
Sphere15, 912.0794, 1
Sphere4, 3649.5694, 1
Sphere18, 2762.5799, 1
Sphere1, 1325.1151, 1
Sphere12, 1262.0031, 1
Sphere16, 9449.318, 5
Total, 99413.9951, 64
