Name, finalTime, numberOfAttempts
Sphere12, 2319.3719, 1
Sphere10, 1586.49, 1
Sphere16, 2761.3729, 2
Sphere4, 1761.8077, 2
Sphere7, 2574.461, 1
Sphere17, 2712.8479, 1
Sphere13, 1473.2401, 1
Sphere1, 1412.4309, 1
Sphere19, 2798.7757, 3
Sphere18, 6074.1482, 1
Sphere14, 3274.5286, 1
Sphere3, 2324.8567, 1
Sphere5, 2011.4948, 1
Sphere20, 1273.9173, 1
Sphere6, 1486.9188, 1
Sphere11, 1150.4351, 1
Sphere9, 1099.6093, 1
Sphere8, 1473.638, 1
Sphere2, 2049.103, 1
Sphere15, 2649.9488, 2
Sphere3, 1337.0074, 1
Sphere19, 1511.7342, 1
Sphere16, 1300.2282, 1
Sphere7, 1261.8082, 1
Sphere9, 1125.0305, 1
Sphere18, 1898.6231, 1
Sphere13, 6137.2869, 1
Sphere1, 5111.7243, 1
Sphere6, 4662.4409, 2
Sphere5, 4387.5349, 1
Sphere20, 1775.0188, 1
Sphere8, 1712.3863, 1
Sphere17, 1711.8955, 1
Sphere15, 1049.7121, 1
Sphere2, 1349.5154, 1
Sphere12, 761.989, 1
Sphere4, 4987.0955, 1
Sphere14, 1887.1904, 1
Sphere11, 1462.1395, 1
Sphere10, 1462.2193, 1
Sphere6, 1887.0039, 1
Sphere4, 1611.8119, 1
Sphere8, 2036.559, 1
Sphere14, 1836.2097, 1
Sphere17, 1687.9519, 1
Sphere1, 3200.0168, 1
Sphere9, 1224.0521, 1
Sphere11, 1300.5005, 1
Sphere12, 2537.1693, 1
Sphere16, 1587.5107, 1
Total, 110096.1795, 56
