Name, finalTime, numberOfAttempts
Sphere12, 1337.1777, 1
Sphere11, 1974.8668, 1
Sphere4, 1600.1746, 1
Sphere15, 1611.3012, 1
Sphere8, 1386.9495, 1
Sphere1, 962.8694, 1
Sphere3, 999.3212, 1
Sphere14, 1423.8755, 1
Sphere16, 2187.25, 1
Sphere9, 1736.7766, 1
Sphere17, 1349.3498, 1
Sphere7, 2361.9758, 2
Sphere19, 1624.8548, 1
Sphere6, 1787.9181, 1
Sphere13, 1424.7421, 1
Sphere20, 1325.198, 1
Sphere2, 1286.9247, 1
Sphere10, 2137.6807, 1
Sphere5, 1986.2088, 1
Sphere18, 1824.9598, 1
Sphere10, 3637.1418, 2
Sphere17, 1562.2752, 1
Sphere9, 1274.0636, 1
Sphere4, 1723.8625, 1
Sphere7, 1586.8591, 1
Sphere18, 1061.7626, 1
Sphere3, 1449.8703, 1
Sphere11, 1011.7816, 1
Sphere20, 1074.2652, 1
Sphere15, 1986.7787, 1
Sphere12, 1661.8297, 1
Sphere5, 1823.7247, 1
Sphere13, 1487.2421, 1
Sphere14, 1162.0194, 1
Sphere6, 1249.0873, 1
Sphere1, 1311.8177, 1
Sphere19, 1449.5327, 1
Sphere8, 1674.6902, 1
Sphere16, 1348.6306, 1
Sphere2, 1161.9587, 1
Sphere1, 1037.5536, 1
Sphere12, 1199.5299, 1
Sphere5, 1474.4277, 1
Sphere14, 1199.8362, 1
Sphere9, 1586.5016, 1
Sphere10, 1274.124, 1
Sphere8, 1200.174, 1
Sphere17, 1412.7883, 1
Sphere7, 1637.0938, 1
Sphere3, 1437.3868, 1
Total, 76513.8658, 52
