Name, finalTime, numberOfAttempts
Sphere19, 798.5483, 1
Sphere16, 1612.4913, 1
Sphere13, 1161.969, 1
Sphere15, 1762.0716, 1
Sphere11, 1224.816, 1
Sphere12, 1724.133, 1
Sphere7, 1499.1297, 1
Sphere18, 3636.7977, 2
Sphere10, 1512.3128, 1
Sphere8, 1311.185, 1
Sphere3, 4299.815, 2
Sphere9, 1662.0402, 1
Sphere1, 1299.3054, 1
Sphere2, 1199.0045, 1
Sphere4, 1025.124, 1
Sphere6, 1187.8584, 1
Sphere17, 1774.4559, 1
Sphere20, 1636.5845, 1
Sphere14, 1975.4633, 1
Sphere5, 1137.3166, 1
Sphere17, 1224.9935, 1
Sphere2, 1611.9994, 1
Sphere4, 949.506, 1
Sphere11, 1049.6397, 1
Sphere18, 1824.5858, 1
Sphere1, 1336.418, 4
Sphere13, 1475.1186, 1
Sphere14, 1674.9464, 1
Sphere7, 1899.4535, 1
Sphere15, 1312.0906, 1
Sphere12, 1749.8217, 1
Sphere9, 2185.5913, 1
Sphere6, 1811.8821, 1
Sphere10, 1412.358, 1
Sphere19, 1949.6065, 1
Sphere8, 1861.7263, 1
Sphere3, 1948.8853, 1
Sphere20, 1523.8031, 1
Sphere16, 2137.1873, 1
Sphere5, 1449.0538, 1
Sphere18, 1774.1354, 1
Sphere13, 1674.4326, 1
Sphere9, 1262.2868, 1
Sphere1, 1274.3749, 1
Sphere7, 1562.5523, 1
Sphere15, 1999.4185, 1
Sphere16, 4361.5398, 2
Sphere10, 1299.2788, 1
Sphere14, 1412.5872, 1
Sphere2, 1787.2712, 1
Total, 84264.7761, 56
Name, finalTime, numberOfAttempts
