Name, finalTime, numberOfAttempts
Sphere19, 1499.8167, 4
Sphere16, 1173.823, 2
Sphere13, 1437.0434, 2
Sphere15, 874.8305, 1
Sphere11, 799.9014, 1
Sphere12, 1536.0575, 2
Sphere7, 862.4909, 1
Sphere18, 2237.2127, 3
Sphere10, 1362.382, 2
Sphere8, 1537.4324, 3
Sphere3, 1823.9974, 3
Sphere9, 837.0659, 1
Sphere1, 836.5868, 1
Sphere2, 1462.256, 2
Sphere4, 1162.4913, 1
Sphere6, 737.4709, 1
Sphere17, 949.8562, 1
Sphere20, 1574.3461, 2
Sphere14, 1236.9006, 2
Sphere5, 962.1361, 1
Sphere17, 1111.2568, 1
Sphere2, 636.5507, 1
Sphere4, 611.5429, 1
Sphere11, 599.4589, 1
Sphere18, 1036.2336, 2
Sphere1, 749.104, 1
Sphere13, 637.3527, 1
Sphere14, 986.5735, 1
Sphere7, 662.4187, 1
Sphere15, 1050.0862, 2
Sphere12, 1061.4378, 2
Sphere9, 1711.615, 3
Sphere6, 2161.7677, 4
Sphere10, 1924.6604, 3
Sphere19, 836.9226, 1
Sphere8, 1525.1488, 3
Sphere3, 1075.2943, 1
Sphere20, 1036.741, 1
Sphere16, 1036.9163, 2
Sphere5, 1073.8478, 2
Sphere18, 1525.6439, 3
Sphere13, 699.3814, 1
Sphere9, 1462.2864, 2
Sphere1, 798.8642, 1
Sphere7, 811.9034, 1
Sphere15, 924.1965, 2
Sphere16, 949.1746, 2
Sphere10, 1212.1361, 2
Sphere14, 961.8838, 1
Sphere2, 886.833, 2
Total, 56688.1861, 87
