Name, finalTime, numberOfAttempts
Sphere19, 2949.8456, 2
Sphere16, 1237.0235, 1
Sphere13, 2762.42, 1
Sphere15, 1410.9775, 1
Sphere11, 1361.5286, 1
Sphere12, 4386.8171, 3
Sphere7, 1699.3626, 1
Sphere18, 1648.8423, 1
Sphere10, 1624.613, 1
Sphere8, 1462.0141, 1
Sphere3, 1561.398, 1
Sphere9, 1874.0976, 1
Sphere1, 1262.3223, 1
Sphere2, 3549.1358, 3
Sphere4, 1424.5633, 1
Sphere6, 1411.833, 1
Sphere17, 1424.214, 1
Sphere20, 1536.9997, 1
Sphere14, 1450.6124, 1
Sphere5, 1286.4116, 1
Sphere17, 1311.8796, 1
Sphere2, 1273.9078, 1
Sphere4, 1287.0609, 1
Sphere11, 1149.3221, 1
Sphere18, 1297.8801, 1
Sphere1, 2737.2845, 3
Sphere13, 1149.5894, 1
Sphere14, 1174.609, 1
Sphere7, 1174.9198, 1
Sphere15, 1112.291, 1
Sphere12, 1424.6128, 1
Sphere9, 1249.9208, 1
Sphere6, 1211.6599, 1
Sphere10, 1112.0795, 1
Sphere19, 1111.8451, 1
Sphere8, 2799.6368, 2
Sphere3, 2899.6246, 2
Sphere20, 2674.656, 2
Sphere16, 1175.2208, 1
Sphere5, 1360.7802, 1
Sphere18, 1261.9115, 1
Sphere13, 2500.4664, 2
Sphere9, 1524.8914, 1
Sphere1, 1224.831, 1
Sphere7, 1150.2526, 1
Sphere15, 1125.3087, 1
Sphere16, 4086.8904, 3
Sphere10, 1361.6904, 1
Sphere14, 1525.1825, 1
Sphere2, 1274.7453, 1
Total, 85076.8218, 63
