Name, finalTime, numberOfAttempts
Sphere19, 2838.0739, 3
Sphere16, 861.8565, 1
Sphere13, 1612.3379, 1
Sphere15, 1598.4361, 2
Sphere11, 949.2907, 1
Sphere12, 623.9506, 1
Sphere7, 1449.2177, 1
Sphere18, 723.8864, 1
Sphere10, 1087.4257, 1
Sphere8, 999.4947, 1
Sphere3, 711.2571, 1
Sphere9, 750.0548, 1
Sphere1, 762.1294, 1
Sphere2, 812.0676, 1
Sphere4, 1421.4646, 2
Sphere6, 1449.2962, 1
Sphere17, 1461.4129, 2
Sphere20, 799.8106, 1
Sphere14, 3049.7699, 2
Sphere5, 849.2558, 1
Sphere17, 1261.9383, 1
Sphere2, 3749.2853, 1
Sphere4, 1112.1818, 1
Sphere11, 1699.6082, 1
Sphere18, 911.7085, 1
Sphere1, 2424.6932, 2
Sphere13, 1186.8861, 1
Sphere14, 773.96, 1
Sphere7, 686.2399, 1
Sphere15, 611.5961, 1
Sphere12, 1148.9281, 1
Sphere9, 1011.7631, 1
Sphere6, 1686.8341, 2
Sphere10, 799.7571, 1
Sphere19, 1562.3286, 1
Sphere8, 1187.4568, 1
Sphere3, 2261.8433, 3
Sphere20, 824.0182, 1
Sphere16, 574.4635, 1
Sphere5, 1037.4014, 1
Sphere18, 587.4832, 1
Sphere13, 1274.5705, 1
Sphere9, 1223.6342, 1
Sphere1, 686.3519, 1
Sphere7, 2549.7056, 3
Sphere15, 637.067, 1
Sphere16, 1411.6292, 2
Sphere10, 986.4167, 1
Sphere14, 924.2191, 1
Sphere2, 2424.3742, 4
Total, 64064.7787, 66
