Name, finalTime, numberOfAttempts
Sphere12, 749.0191, 1
Sphere11, 2188.6522, 1
Sphere4, 2623.4299, 2
Sphere15, 1486.1258, 1
Sphere8, 1299.9994, 1
Sphere1, 999.6251, 1
Sphere3, 1175.48, 1
Sphere14, 1160.0251, 1
Sphere16, 2011.7054, 1
Sphere9, 1648.4873, 1
Sphere17, 1236.6599, 1
Sphere7, 1087.4189, 1
Sphere19, 1023.4124, 1
Sphere6, 1123.8393, 1
Sphere13, 2437.1096, 2
Sphere20, 1323.3104, 1
Sphere2, 950.0433, 1
Sphere10, 1137.5978, 1
Sphere5, 1361.6768, 2
Sphere18, 1411.8931, 1
Sphere10, 1236.1692, 1
Sphere17, 1099.6575, 1
Sphere9, 999.7048, 1
Sphere4, 1074.9041, 1
Sphere7, 2898.2413, 2
Sphere18, 937.8306, 1
Sphere3, 1112.3014, 1
Sphere11, 1136.0606, 1
Sphere20, 1049.2069, 1
Sphere15, 1074.8157, 1
Sphere12, 1011.8752, 1
Sphere5, 1661.3864, 1
Sphere13, 1299.3697, 1
Sphere14, 1011.7002, 1
Sphere6, 961.5875, 1
Sphere1, 962.0308, 1
Sphere19, 936.8541, 1
Sphere8, 1061.617, 1
Sphere16, 937.3813, 1
Sphere2, 873.7164, 1
Sphere1, 886.7538, 1
Sphere12, 987.229, 1
Sphere5, 1087.3675, 1
Sphere14, 887.1694, 1
Sphere9, 1036.0868, 1
Sphere10, 899.5349, 1
Sphere8, 824.9072, 1
Sphere17, 2299.132, 2
Sphere7, 999.2498, 1
Sphere3, 962.5674, 1
Total, 62677.6248, 55
