Name, finalTime, numberOfAttempts
Sphere19, 523.3985, 1
Sphere16, 1299.1905, 2
Sphere13, 1112.4172, 2
Sphere15, 737.2419, 1
Sphere11, 725.1579, 1
Sphere12, 1299.6217, 2
Sphere7, 1124.4307, 1
Sphere18, 1887.951, 2
Sphere10, 1174.4615, 1
Sphere8, 1473.8189, 3
Sphere3, 1362.1527, 2
Sphere9, 786.9194, 1
Sphere1, 736.4681, 1
Sphere2, 1011.7381, 1
Sphere4, 1086.2948, 2
Sphere6, 549.2039, 1
Sphere17, 1448.8485, 2
Sphere20, 824.2794, 1
Sphere14, 2437.1372, 3
Sphere5, 898.8874, 1
Sphere17, 1187.4948, 2
Sphere2, 574.317, 1
Sphere4, 737.3585, 1
Sphere11, 562.0329, 1
Sphere18, 623.2198, 1
Sphere1, 774.4424, 1
Sphere13, 599.3038, 1
Sphere14, 724.122, 1
Sphere7, 1012.545, 2
Sphere15, 536.3679, 1
Sphere12, 824.0595, 1
Sphere9, 611.4033, 1
Sphere6, 974.4806, 2
Sphere10, 749.5922, 1
Sphere19, 786.5316, 1
Sphere8, 774.7747, 1
Sphere3, 886.7981, 1
Sphere20, 724.1725, 1
Sphere16, 512.6589, 1
Sphere5, 1111.6261, 2
Sphere18, 949.0575, 2
Sphere13, 986.5784, 2
Sphere9, 749.5445, 1
Sphere1, 899.0849, 2
Sphere7, 1187.0005, 2
Sphere15, 812.0031, 1
Sphere16, 1074.2366, 2
Sphere10, 825.0317, 1
Sphere14, 960.8033, 1
Sphere2, 950.3772, 1
Total, 47213.3983, 70
Name, finalTime, numberOfAttempts
