Name, finalTime, numberOfAttempts
Sphere18, 6323.8862, 1
Sphere3, 2686.8843, 1
Sphere15, 3536.9175, 1
Sphere8, 3186.731, 1
Sphere7, 1548.7291, 1
Sphere4, 4199.3773, 1
Sphere2, 3761.8126, 1
Sphere9, 1586.2668, 1
Sphere12, 1886.9454, 1
Sphere10, 2911.4287, 1
Sphere11, 14636.9452, 3
Sphere1, 2361.586, 1
Sphere20, 2162.0966, 1
Sphere5, 2149.8325, 1
Sphere6, 1587.0536, 1
Sphere16, 3387.4522, 1
Sphere17, 1299.2926, 1
Sphere13, 2199.6908, 1
Sphere19, 3250.1439, 1
Sphere14, 3437.2542, 1
Sphere12, 1387.1243, 1
Sphere2, 2786.7146, 1
Sphere18, 3637.0237, 1
Sphere11, 2912.1214, 1
Sphere16, 4997.7952, 1
Sphere15, 2674.9177, 1
Sphere7, 1362.2278, 1
Sphere10, 2336.1011, 1
Sphere8, 2137.4659, 1
Sphere6, 1449.5037, 1
Sphere14, 3936.5307, 1
Sphere20, 2187.1089, 1
Sphere4, 3350.02, 1
Sphere3, 1011.9395, 1
Sphere13, 1137.0998, 1
Sphere9, 2811.9003, 1
Sphere5, 1424.4186, 1
Sphere17, 1537.1073, 1
Sphere19, 2636.7022, 1
Sphere1, 2087.1396, 1
Sphere2, 3010.7579, 1
Sphere10, 1661.7969, 1
Sphere14, 4324.5131, 1
Sphere7, 1449.8986, 1
Sphere15, 5974.2055, 1
Sphere4, 5087.8529, 2
Sphere18, 2649.9704, 1
Sphere1, 1949.9442, 1
Sphere12, 1624.0336, 1
Sphere16, 6524.0968, 2
Total, 150190.2818, 54
Name, finalTime, numberOfAttempts
