Name, finalTime, numberOfAttempts
Sphere19, 1024.0936, 1
Sphere16, 1262.182, 1
Sphere13, 1146.2186, 1
Sphere15, 999.5858, 1
Sphere11, 962.0368, 1
Sphere12, 988.2514, 1
Sphere7, 1085.3856, 1
Sphere18, 987.3015, 1
Sphere10, 1061.4431, 1
Sphere8, 1111.0877, 1
Sphere3, 1061.8588, 1
Sphere9, 1349.7116, 1
Sphere1, 911.8451, 1
Sphere2, 1386.2868, 1
Sphere4, 874.8975, 1
Sphere6, 837.1025, 1
Sphere17, 899.7286, 1
Sphere20, 925.8958, 1
Sphere14, 885.8012, 1
Sphere5, 2062.6444, 2
Sphere17, 937.1381, 1
Sphere2, 823.9617, 1
Sphere4, 836.2493, 1
Sphere11, 837.1672, 1
Sphere18, 1087.1799, 1
Sphere1, 2262.2223, 2
Sphere13, 1074.3186, 1
Sphere14, 1424.3691, 2
Sphere7, 1249.4452, 1
Sphere15, 675.2425, 1
Sphere12, 1624.536, 1
Sphere9, 787.5458, 1
Sphere6, 1387.0578, 1
Sphere10, 1161.537, 1
Sphere19, 1024.5193, 1
Sphere8, 1061.8246, 1
Sphere3, 1599.4027, 2
Sphere20, 1024.5665, 1
Sphere16, 849.3467, 1
Sphere5, 924.5695, 1
Sphere18, 911.9578, 1
Sphere13, 899.661, 1
Sphere9, 2311.6543, 2
Sphere1, 1111.1106, 1
Sphere7, 1086.6544, 1
Sphere15, 999.7157, 1
Sphere16, 1112.4686, 1
Sphere10, 1024.4089, 1
Sphere14, 1136.9999, 1
Sphere2, 1311.934, 1
Total, 56412.8762, 55
