Name, finalTime, numberOfAttempts
Sphere12, 3163.029, 3
Sphere10, 1424.8516, 1
Sphere16, 5250.5081, 1
Sphere4, 1286.3518, 1
Sphere7, 3125.0749, 2
Sphere17, 1437.4792, 1
Sphere13, 1937.5661, 1
Sphere1, 1674.5215, 2
Sphere19, 2574.4452, 4
Sphere18, 1750.0149, 2
Sphere14, 1910.8386, 2
Sphere3, 2787.965, 2
Sphere5, 3062.2139, 1
Sphere20, 1262.5017, 1
Sphere6, 3187.5368, 1
Sphere11, 1599.7565, 1
Sphere9, 1112.5414, 1
Sphere8, 2986.5339, 1
Sphere2, 1087.905, 1
Sphere15, 1774.2936, 2
Sphere3, 1824.044, 1
Sphere19, 1149.353, 1
Sphere16, 2023.7923, 1
Sphere7, 1149.5267, 1
Sphere9, 898.7929, 1
Sphere18, 1149.1076, 1
Sphere13, 10212.4473, 4
Sphere1, 2311.8469, 1
Sphere6, 1086.9059, 1
Sphere5, 2899.946, 1
Sphere20, 1374.7438, 1
Sphere8, 3023.9743, 3
Sphere17, 924.0783, 1
Sphere15, 1149.7221, 1
Sphere2, 1937.8663, 1
Sphere12, 949.5918, 1
Sphere4, 1162.1059, 1
Sphere14, 1436.6454, 1
Sphere11, 1123.5834, 1
Sphere10, 1686.805, 1
Sphere6, 1124.7302, 1
Sphere4, 1324.0058, 1
Sphere8, 2186.9696, 2
Sphere14, 724.2973, 1
Sphere17, 1024.463, 1
Sphere1, 2325.0938, 1
Sphere9, 1074.4753, 1
Sphere11, 774.446, 1
Sphere12, 1312.1446, 1
Sphere16, 2198.9335, 2
Total, 97965.1861, 68
