Name, finalTime, numberOfAttempts
Sphere18, 9788.2706, 1
Sphere3, 2823.6565, 1
Sphere15, 3224.0476, 1
Sphere8, 7962.6849, 1
Sphere7, 2224.5074, 1
Sphere4, 22337.0526, 3
Sphere2, 9724.6619, 1
Sphere9, 5611.1917, 1
Sphere12, 2699.6019, 2
Sphere10, 2287.1931, 1
Sphere11, 8949.1135, 1
Sphere1, 6473.9522, 1
Sphere20, 4524.766, 1
Sphere5, 2875.0354, 3
Sphere6, 1749.902, 1
Sphere16, 13961.7114, 3
Sphere17, 2011.3942, 1
Sphere13, 2512.2624, 1
Sphere19, 4462.043, 1
Sphere14, 11536.6485, 2
Sphere12, 2074.2191, 1
Sphere2, 3849.8449, 1
Sphere18, 17525.4005, 2
Sphere11, 25187.8119, 4
Sphere16, 3672.9645, 1
Sphere15, 2149.3169, 1
Sphere7, 1962.0582, 1
Sphere10, 3486.7643, 1
Sphere8, 5824.6426, 1
Sphere6, 1899.01, 1
Sphere14, 4325.146, 1
Sphere20, 1787.0247, 1
Sphere4, 4137.1293, 1
Sphere3, 1999.6242, 1
Sphere13, 3174.4841, 1
Sphere9, 5636.9909, 2
Sphere5, 1749.647, 1
Sphere17, 1637.4373, 1
Sphere19, 4736.7701, 1
Sphere1, 4674.3147, 2
Sphere2, 4936.9394, 1
Sphere10, 1736.2706, 1
Sphere14, 5787.3257, 2
Sphere7, 3910.9751, 2
Sphere15, 3774.7835, 2
Sphere4, 3537.7937, 1
Sphere18, 6374.6155, 2
Sphere1, 8036.7693, 2
Sphere12, 2583.4823, 1
Sphere16, 3149.7124, 1
Total, 273095.7233, 69
