Name, finalTime, numberOfAttempts
Sphere19, 1522.8607, 1
Sphere16, 1099.9705, 1
Sphere13, 1036.8672, 1
Sphere15, 1050.4546, 1
Sphere11, 911.9856, 1
Sphere12, 1024.2816, 1
Sphere7, 1124.2369, 1
Sphere18, 937.527, 1
Sphere10, 1111.9367, 1
Sphere8, 936.7108, 1
Sphere3, 1023.7152, 1
Sphere9, 886.7522, 1
Sphere1, 1874.0917, 2
Sphere2, 999.3886, 1
Sphere4, 2974.3711, 4
Sphere6, 1799.5436, 2
Sphere17, 1212.8979, 1
Sphere20, 1136.8821, 1
Sphere14, 1111.2449, 1
Sphere5, 1012.0149, 1
Sphere17, 1137.2648, 1
Sphere2, 949.562, 1
Sphere4, 1037.0013, 1
Sphere11, 973.8557, 1
Sphere18, 949.8364, 1
Sphere1, 1011.5127, 1
Sphere13, 1062.3527, 1
Sphere14, 962.5378, 1
Sphere7, 1061.335, 1
Sphere15, 848.7716, 1
Sphere12, 1449.5031, 1
Sphere9, 1073.4203, 1
Sphere6, 899.0086, 1
Sphere10, 999.4072, 1
Sphere19, 936.8178, 1
Sphere8, 899.596, 1
Sphere3, 874.1767, 1
Sphere20, 949.6392, 1
Sphere16, 699.8624, 1
Sphere5, 787.1321, 1
Sphere18, 724.3755, 1
Sphere13, 1423.8796, 2
Sphere9, 1050.0324, 1
Sphere1, 2012.9472, 2
Sphere7, 961.9343, 1
Sphere15, 799.1596, 1
Sphere16, 873.9378, 1
Sphere10, 1024.6848, 1
Sphere14, 1100.3215, 1
Sphere2, 887.1008, 1
Total, 55237.476, 57
Name, finalTime, numberOfAttempts
