Name, finalTime, numberOfAttempts
Sphere12, 4624.5165, 2
Sphere10, 2500.1109, 1
Sphere16, 5424.895, 2
Sphere4, 2736.7579, 1
Sphere7, 3149.482, 1
Sphere17, 2586.7327, 1
Sphere13, 6374.4146, 1
Sphere1, 2262.1202, 1
Sphere19, 2949.3613, 1
Sphere18, 2649.6178, 1
Sphere14, 2012.0528, 1
Sphere3, 2373.7074, 1
Sphere5, 3150.2719, 1
Sphere20, 2637.1818, 1
Sphere6, 6074.7933, 2
Sphere11, 1724.5834, 1
Sphere9, 1612.4671, 1
Sphere8, 2300.7932, 1
Sphere2, 5011.0191, 1
Sphere15, 1861.9926, 1
Sphere3, 2474.2125, 1
Sphere19, 1399.0721, 1
Sphere16, 1398.7051, 1
Sphere7, 1811.6583, 1
Sphere9, 2474.825, 1
Sphere18, 4900.1998, 2
Sphere13, 5612.4526, 1
Sphere1, 2462.7801, 1
Sphere6, 7762.6178, 2
Sphere5, 3437.0435, 1
Sphere20, 1936.2215, 1
Sphere8, 1899.0946, 1
Sphere17, 1762.117, 1
Sphere15, 1786.9617, 1
Sphere2, 3124.8338, 1
Sphere12, 1412.0266, 1
Sphere4, 3072.1376, 1
Sphere14, 1661.5181, 1
Sphere11, 1499.048, 1
Sphere10, 1312.2175, 1
Sphere6, 1549.6401, 1
Sphere4, 2762.1233, 1
Sphere8, 1598.9493, 1
Sphere14, 1824.4183, 1
Sphere17, 2761.408, 1
Sphere1, 1537.3981, 1
Sphere9, 2099.4195, 1
Sphere11, 1211.3694, 1
Sphere12, 1799.016, 1
Sphere16, 1398.5514, 1
Total, 135789.8186, 55
