Name, finalTime, numberOfAttempts
Sphere12, 4061.663, 2
Sphere11, 2011.1633, 1
Sphere4, 1137.2641, 1
Sphere15, 2289.3094, 1
Sphere8, 2135.7751, 1
Sphere1, 1511.8557, 1
Sphere3, 1474.0484, 1
Sphere14, 1512.242, 1
Sphere16, 1899.8187, 1
Sphere9, 1599.3414, 1
Sphere17, 1587.0639, 1
Sphere7, 2623.65, 1
Sphere19, 1811.7405, 1
Sphere6, 1536.8894, 1
Sphere13, 1748.6753, 1
Sphere20, 2311.5699, 1
Sphere2, 1474.2724, 1
Sphere10, 1411.6961, 1
Sphere5, 1349.8274, 1
Sphere18, 1561.5729, 1
Sphere10, 1586.7394, 1
Sphere17, 1499.5184, 1
Sphere9, 1236.3243, 1
Sphere4, 1161.5864, 1
Sphere7, 2312.0587, 2
Sphere18, 1286.621, 1
Sphere3, 2399.8677, 1
Sphere11, 1150.6262, 1
Sphere20, 1149.3155, 1
Sphere15, 1449.0186, 1
Sphere12, 2324.1196, 1
Sphere5, 1436.4692, 1
Sphere13, 1624.7402, 1
Sphere14, 1437.0922, 1
Sphere6, 1025.4748, 1
Sphere1, 849.2868, 1
Sphere19, 1112.4341, 1
Sphere8, 1512.1376, 1
Sphere16, 1337.7933, 1
Sphere2, 1184.1024, 1
Sphere1, 1087.7336, 1
Sphere12, 987.4847, 1
Sphere5, 2224.6938, 2
Sphere14, 1186.6234, 1
Sphere9, 1323.9088, 1
Sphere10, 2112.1385, 1
Sphere8, 1424.7021, 1
Sphere17, 1512.3082, 1
Sphere7, 1986.4095, 1
Sphere3, 1312.294, 1
Total, 81313.7857, 53
