Name, finalTime, numberOfAttempts
Sphere19, 1635.6109, 1
Sphere16, 1923.015, 1
Sphere13, 1362.2271, 1
Sphere15, 1474.1256, 1
Sphere11, 1449.2728, 1
Sphere12, 1437.0307, 1
Sphere7, 1849.1101, 1
Sphere18, 1599.1976, 1
Sphere10, 1824.2531, 1
Sphere8, 1587.3948, 1
Sphere3, 1711.916, 1
Sphere9, 1437.224, 1
Sphere1, 1799.177, 1
Sphere2, 2411.3258, 1
Sphere4, 1887.2775, 1
Sphere6, 1562.2047, 1
Sphere17, 2687.7897, 1
Sphere20, 3600.1252, 2
Sphere14, 2462.1046, 1
Sphere5, 1186.7193, 1
Sphere17, 3850.0759, 2
Sphere2, 1574.5013, 1
Sphere4, 1361.5387, 1
Sphere11, 1062.4971, 1
Sphere18, 1847.795, 1
Sphere1, 1124.9644, 1
Sphere13, 2024.2072, 1
Sphere14, 1899.6784, 1
Sphere7, 2249.0776, 1
Sphere15, 1463.2392, 1
Sphere12, 2211.0191, 1
Sphere9, 2087.1682, 1
Sphere6, 1561.9522, 1
Sphere10, 1550.456, 1
Sphere19, 2262.615, 1
Sphere8, 2325.3051, 1
Sphere3, 1849.4096, 1
Sphere20, 1800.1446, 1
Sphere16, 1524.6813, 1
Sphere5, 2611.9389, 2
Sphere18, 2574.657, 1
Sphere13, 1447.0183, 1
Sphere9, 1687.239, 1
Sphere1, 1649.703, 1
Sphere7, 1849.0519, 1
Sphere15, 1424.1468, 1
Sphere16, 2225.3003, 1
Sphere10, 1562.4893, 1
Sphere14, 2612.4979, 1
Sphere2, 1424.8588, 1
Total, 93614.0442, 53
Name, finalTime, numberOfAttempts
