Name, finalTime, numberOfAttempts
Sphere18, 3912.904, 2
Sphere3, 2474.1478, 1
Sphere15, 12650.3685, 3
Sphere8, 862.1848, 1
Sphere7, 737.7724, 1
Sphere4, 850.1817, 1
Sphere2, 4036.9984, 1
Sphere9, 1213.1427, 1
Sphere12, 3099.901, 1
Sphere10, 3849.6493, 1
Sphere11, 2236.2975, 1
Sphere1, 2962.3149, 1
Sphere20, 1611.9382, 1
Sphere5, 812.217, 1
Sphere6, 1362.5933, 1
Sphere16, 3687.2981, 2
Sphere17, 2375.3487, 1
Sphere13, 7500.0353, 2
Sphere19, 1212.554, 1
Sphere14, 3449.8374, 2
Sphere12, 2424.6698, 1
Sphere2, 738.1687, 1
Sphere18, 2223.7611, 1
Sphere11, 1774.7528, 1
Sphere16, 1873.8885, 1
Sphere15, 2474.0519, 1
Sphere7, 786.5192, 1
Sphere10, 3924.0958, 1
Sphere8, 1087.2215, 1
Sphere6, 2149.9802, 1
Sphere14, 1137.3263, 1
Sphere20, 1687.4172, 1
Sphere4, 699.2648, 1
Sphere3, 1812.6856, 1
Sphere13, 1724.4368, 1
Sphere9, 1711.9989, 1
Sphere5, 2512.2582, 1
Sphere17, 949.4018, 1
Sphere19, 6050.4665, 1
Sphere1, 2111.5005, 1
Sphere2, 999.79, 1
Sphere10, 687.664, 1
Sphere14, 3311.9999, 1
Sphere7, 736.1696, 1
Sphere15, 812.6716, 1
Sphere4, 1161.8089, 1
Sphere18, 1186.2225, 1
Sphere1, 12162.3686, 1
Sphere12, 799.1267, 1
Sphere16, 1424.8771, 1
Total, 124054.213, 56
