Name, finalTime, numberOfAttempts
Sphere19, 2449.6522, 2
Sphere16, 1237.5013, 1
Sphere13, 1275.3358, 1
Sphere15, 911.8831, 1
Sphere11, 924.3076, 1
Sphere12, 949.9662, 1
Sphere7, 1223.8827, 1
Sphere18, 1074.1718, 1
Sphere10, 1012.2127, 1
Sphere8, 1174.4148, 1
Sphere3, 998.9228, 1
Sphere9, 2561.7702, 2
Sphere1, 1299.9533, 1
Sphere2, 1312.4991, 1
Sphere4, 1411.0355, 1
Sphere6, 1174.3026, 1
Sphere17, 2348.7736, 2
Sphere20, 1112.0485, 1
Sphere14, 1187.7107, 1
Sphere5, 1200.7744, 1
Sphere17, 1185.6596, 1
Sphere2, 1112.8794, 1
Sphere4, 1324.6934, 1
Sphere11, 1336.1923, 1
Sphere18, 1024.0069, 1
Sphere1, 2361.7034, 1
Sphere13, 1586.9933, 1
Sphere14, 1087.0246, 1
Sphere7, 1211.794, 1
Sphere15, 1446.2141, 1
Sphere12, 1386.8681, 1
Sphere9, 1024.4912, 1
Sphere6, 986.5001, 1
Sphere10, 1100.3703, 1
Sphere19, 1249.8735, 1
Sphere8, 1099.3778, 1
Sphere3, 1224.8479, 1
Sphere20, 1499.4736, 1
Sphere16, 1075.2332, 1
Sphere5, 1285.7235, 1
Sphere18, 1199.8893, 1
Sphere13, 987.5259, 1
Sphere9, 1136.2854, 1
Sphere1, 987.072, 1
Sphere7, 924.6481, 1
Sphere15, 1037.6927, 1
Sphere16, 974.2405, 1
Sphere10, 1511.8315, 2
Sphere14, 1199.1799, 1
Sphere2, 873.7893, 1
Total, 63313.0649, 54
