Name, finalTime, numberOfAttempts
Sphere12, 712.1394, 1
Sphere11, 899.2735, 1
Sphere4, 799.4416, 1
Sphere15, 899.1065, 1
Sphere8, 937.5959, 1
Sphere1, 549.7325, 1
Sphere3, 648.7473, 1
Sphere14, 586.4236, 1
Sphere16, 1724.3046, 2
Sphere9, 1387.3272, 2
Sphere17, 1037.0542, 1
Sphere7, 1836.0539, 1
Sphere19, 774.167, 1
Sphere6, 836.5633, 1
Sphere13, 836.8784, 1
Sphere20, 974.3326, 1
Sphere2, 849.5543, 1
Sphere10, 812.0499, 1
Sphere5, 1274.0271, 1
Sphere18, 849.566, 1
Sphere10, 900.1042, 1
Sphere17, 799.643, 1
Sphere9, 961.1311, 1
Sphere4, 761.5603, 1
Sphere7, 1074.6297, 1
Sphere18, 836.5727, 1
Sphere3, 787.3695, 1
Sphere11, 1499.7496, 1
Sphere20, 736.2506, 1
Sphere15, 687.4754, 1
Sphere12, 700.1161, 1
Sphere5, 862.3547, 1
Sphere13, 737.1848, 1
Sphere14, 974.113, 1
Sphere6, 712.3033, 1
Sphere1, 724.2272, 1
Sphere19, 1111.2973, 2
Sphere8, 811.9557, 1
Sphere16, 712.9738, 1
Sphere2, 1187.2481, 2
Sphere1, 699.0606, 1
Sphere12, 824.8785, 1
Sphere5, 1400.0258, 1
Sphere14, 762.0583, 1
Sphere9, 786.4239, 1
Sphere10, 612.1601, 1
Sphere8, 686.8806, 1
Sphere17, 1187.1837, 1
Sphere7, 924.0914, 1
Sphere3, 724.372, 1
Total, 45437.5273, 54
