Name, finalTime, numberOfAttempts
Sphere18, 3511.2258, 1
Sphere3, 2124.4634, 2
Sphere15, 4150.0292, 1
Sphere8, 1686.4032, 1
Sphere7, 1262.4078, 1
Sphere4, 2687.1786, 1
Sphere2, 2837.5882, 1
Sphere9, 1237.6964, 1
Sphere12, 1174.4674, 1
Sphere10, 987.3343, 1
Sphere11, 4861.445, 1
Sphere1, 1849.5707, 1
Sphere20, 836.1871, 1
Sphere5, 936.8725, 1
Sphere6, 623.8069, 1
Sphere16, 5499.2007, 1
Sphere17, 1299.5332, 1
Sphere13, 1587.1245, 1
Sphere19, 5111.225, 1
Sphere14, 1887.3875, 1
Sphere12, 949.8376, 1
Sphere2, 2687.4869, 1
Sphere18, 2973.9353, 1
Sphere11, 3973.9429, 1
Sphere16, 6023.7188, 2
Sphere15, 3661.8806, 1
Sphere7, 1149.5778, 1
Sphere10, 737.6809, 1
Sphere8, 1499.6533, 1
Sphere6, 761.1515, 1
Sphere14, 1462.3124, 1
Sphere20, 950.1499, 1
Sphere4, 2149.7705, 1
Sphere3, 924.4929, 1
Sphere13, 924.716, 1
Sphere9, 925.1976, 1
Sphere5, 723.9634, 1
Sphere17, 674.7117, 1
Sphere19, 17150.2748, 1
Sphere1, 2174.0401, 1
Sphere2, 2012.1582, 1
Sphere10, 925.0498, 1
Sphere14, 1337.3545, 1
Sphere7, 2012.3529, 1
Sphere15, 3973.8143, 1
Sphere4, 1661.4652, 1
Sphere18, 3749.9871, 1
Sphere1, 1399.3502, 1
Sphere12, 1011.9652, 1
Sphere16, 2924.7531, 1
Total, 119664.7591, 52
