Name, finalTime, numberOfAttempts
Sphere19, 8849.7695, 5
Sphere16, 1761.624, 1
Sphere13, 1524.0622, 1
Sphere15, 1073.952, 1
Sphere11, 1137.739, 1
Sphere12, 1149.2615, 1
Sphere7, 1524.3017, 2
Sphere18, 1236.975, 1
Sphere10, 2187.4654, 2
Sphere8, 1399.1237, 1
Sphere3, 1087.0235, 1
Sphere9, 986.432, 1
Sphere1, 1474.0766, 1
Sphere2, 1112.0291, 1
Sphere4, 1337.1976, 1
Sphere6, 1173.6195, 1
Sphere17, 1150.08, 1
Sphere20, 2837.8028, 3
Sphere14, 3186.8373, 2
Sphere5, 1224.0277, 1
Sphere17, 1574.0761, 1
Sphere2, 2111.3844, 3
Sphere4, 1336.7927, 1
Sphere11, 1223.8895, 1
Sphere18, 1136.0968, 1
Sphere1, 1111.6619, 1
Sphere13, 975.1187, 1
Sphere14, 1248.9437, 1
Sphere7, 1036.5746, 1
Sphere15, 1449.948, 2
Sphere12, 1061.5982, 1
Sphere9, 1324.2284, 1
Sphere6, 1013.7436, 1
Sphere10, 1098.4907, 1
Sphere19, 1175.0188, 1
Sphere8, 1037.0894, 1
Sphere3, 1399.6044, 1
Sphere20, 1073.9303, 1
Sphere16, 1137.4714, 1
Sphere5, 1749.8635, 1
Sphere18, 1010.7293, 1
Sphere13, 1350.2198, 1
Sphere9, 1461.8461, 1
Sphere1, 1324.0734, 1
Sphere7, 1125.9986, 1
Sphere15, 897.7538, 1
Sphere16, 1199.9634, 1
Sphere10, 1174.1804, 1
Sphere14, 1261.3962, 1
Sphere2, 1124.7727, 1
Total, 74651.5285, 62
