Name, finalTime, numberOfAttempts
Sphere19, 1499.3208, 1
Sphere16, 711.8519, 1
Sphere13, 774.9294, 1
Sphere15, 1274.9366, 2
Sphere11, 862.4629, 1
Sphere12, 812.828, 1
Sphere7, 1024.5412, 1
Sphere18, 1323.8768, 1
Sphere10, 2324.553, 3
Sphere8, 987.7253, 1
Sphere3, 1411.7104, 2
Sphere9, 1061.7976, 1
Sphere1, 999.4897, 1
Sphere2, 1262.1149, 1
Sphere4, 937.2267, 1
Sphere6, 725.0174, 1
Sphere17, 962.2495, 1
Sphere20, 824.1108, 1
Sphere14, 737.4354, 1
Sphere5, 812.801, 1
Sphere17, 937.3239, 1
Sphere2, 1911.539, 3
Sphere4, 811.8551, 1
Sphere11, 1474.1767, 3
Sphere18, 811.4978, 1
Sphere1, 787.1624, 1
Sphere13, 674.5258, 1
Sphere14, 1236.1339, 1
Sphere7, 974.8682, 1
Sphere15, 786.9183, 1
Sphere12, 1036.6179, 1
Sphere9, 925.5554, 1
Sphere6, 1099.4838, 2
Sphere10, 799.1713, 1
Sphere19, 1249.0414, 1
Sphere8, 961.3151, 1
Sphere3, 1449.5099, 1
Sphere20, 1137.0393, 1
Sphere16, 574.0261, 1
Sphere5, 898.7264, 2
Sphere18, 612.56, 1
Sphere13, 1050.0055, 2
Sphere9, 887.0161, 1
Sphere1, 824.446, 1
Sphere7, 924.9445, 1
Sphere15, 798.5908, 1
Sphere16, 1211.6781, 1
Sphere10, 1112.2078, 1
Sphere14, 1112.144, 1
Sphere2, 862.7263, 2
Total, 51288.5579, 62
Name, finalTime, numberOfAttempts
