Name, finalTime, numberOfAttempts
Sphere18, 7512.2901, 1
Sphere3, 6948.8284, 1
Sphere15, 6686.6985, 1
Sphere8, 1011.6552, 1
Sphere7, 998.5765, 1
Sphere4, 1250.1281, 1
Sphere2, 3412.0713, 1
Sphere9, 5137.1419, 1
Sphere12, 4600.0909, 2
Sphere10, 1024.8634, 1
Sphere11, 2174.6078, 1
Sphere1, 2599.0822, 1
Sphere20, 1161.7804, 1
Sphere5, 760.9923, 1
Sphere6, 724.5433, 1
Sphere16, 5024.7278, 1
Sphere17, 6175.0619, 2
Sphere13, 3862.8598, 1
Sphere19, 7024.9446, 1
Sphere14, 1238.6956, 1
Sphere12, 1898.3563, 1
Sphere2, 861.8861, 1
Sphere18, 3124.3773, 3
Sphere11, 3874.0838, 1
Sphere16, 1887.5293, 1
Sphere15, 1174.5928, 1
Sphere7, 1375.3555, 2
Sphere10, 1774.8387, 1
Sphere8, 2300.511, 1
Sphere6, 3687.0664, 2
Sphere14, 3537.0196, 1
Sphere20, 2261.8947, 1
Sphere4, 823.8218, 1
Sphere3, 8512.4713, 2
Sphere13, 9349.6772, 1
Sphere9, 8249.652, 1
Sphere5, 1337.4372, 1
Sphere17, 2411.1323, 1
Sphere19, 11262.0594, 1
Sphere1, 10088.2669, 2
Sphere2, 1012.3146, 1
Sphere10, 2312.2652, 1
Sphere14, 8362.9928, 1
Sphere7, 1437.434, 1
Sphere15, 1599.8868, 1
Sphere4, 1537.4423, 1
Sphere18, 8225.5278, 2
Sphere1, 3787.8015, 1
Sphere12, 1486.7036, 1
Sphere16, 11225.2024, 1
Total, 190130.1211, 59
Name, finalTime, numberOfAttempts
