Name, finalTime, numberOfAttempts
Sphere12, 1549.0942, 1
Sphere10, 3486.6341, 2
Sphere16, 2874.2887, 2
Sphere4, 961.5745, 1
Sphere7, 2499.6932, 1
Sphere17, 3574.6584, 1
Sphere13, 836.6732, 1
Sphere1, 1424.1404, 1
Sphere19, 2237.4323, 3
Sphere18, 2161.7462, 2
Sphere14, 1823.1934, 2
Sphere3, 1599.8301, 1
Sphere5, 4436.9825, 3
Sphere20, 3737.6651, 4
Sphere6, 1137.4132, 1
Sphere11, 2523.995, 1
Sphere9, 762.4638, 1
Sphere8, 2849.8789, 1
Sphere2, 5386.6703, 2
Sphere15, 9299.8092, 1
Sphere3, 1474.2251, 1
Sphere19, 2811.2098, 2
Sphere16, 1237.2487, 2
Sphere7, 3449.9344, 1
Sphere9, 686.339, 1
Sphere18, 1910.8303, 1
Sphere13, 4199.37, 3
Sphere1, 4999.4443, 1
Sphere6, 1574.5887, 2
Sphere5, 924.4413, 1
Sphere20, 6849.8525, 2
Sphere8, 974.5148, 1
Sphere17, 861.5723, 1
Sphere15, 949.9515, 1
Sphere2, 698.6802, 1
Sphere12, 586.5186, 1
Sphere4, 12187.2763, 1
Sphere14, 848.8617, 1
Sphere11, 1312.2596, 2
Sphere10, 874.7892, 1
Sphere6, 2436.0638, 1
Sphere4, 798.967, 1
Sphere8, 5424.4596, 1
Sphere14, 736.5229, 1
Sphere17, 1149.8565, 1
Sphere1, 9086.5643, 3
Sphere9, 688.4192, 1
Sphere11, 735.8942, 1
Sphere12, 22686.8698, 5
Sphere16, 3049.6413, 3
Total, 151403.8622, 77
