Name, finalTime, numberOfAttempts
Sphere18, 2672.4254, 2
Sphere3, 762.3741, 1
Sphere15, 1275.0228, 1
Sphere8, 1449.612, 1
Sphere7, 1074.0066, 1
Sphere4, 1999.1266, 2
Sphere2, 1124.8913, 1
Sphere9, 1086.9755, 1
Sphere12, 950.0507, 1
Sphere10, 1161.8017, 1
Sphere11, 3536.4705, 1
Sphere1, 1398.9266, 1
Sphere20, 1661.5179, 1
Sphere5, 1374.3778, 1
Sphere6, 748.7941, 1
Sphere16, 1661.5759, 2
Sphere17, 936.8178, 1
Sphere13, 1211.3004, 1
Sphere19, 4948.8547, 1
Sphere14, 1287.3075, 1
Sphere12, 837.9178, 1
Sphere2, 762.0264, 1
Sphere18, 1662.1503, 1
Sphere11, 1686.9641, 1
Sphere16, 2610.88, 1
Sphere15, 1699.5592, 1
Sphere7, 874.8209, 1
Sphere10, 1349.8388, 1
Sphere8, 1474.146, 1
Sphere6, 1048.7939, 1
Sphere14, 2161.4958, 1
Sphere20, 987.28, 1
Sphere4, 1125.0293, 1
Sphere3, 900.2735, 1
Sphere13, 1174.981, 1
Sphere9, 1074.7549, 1
Sphere5, 924.8522, 1
Sphere17, 712.1214, 1
Sphere19, 3974.4144, 1
Sphere1, 823.7977, 1
Sphere2, 799.3124, 1
Sphere10, 1212.6815, 1
Sphere14, 1473.5149, 1
Sphere7, 787.0546, 1
Sphere15, 1099.7276, 1
Sphere4, 1611.2204, 1
Sphere18, 2649.3623, 1
Sphere1, 1525.4502, 1
Sphere12, 974.361, 1
Sphere16, 2486.9372, 1
Total, 74837.8355, 53
