Name, finalTime, numberOfAttempts
Sphere12, 2337.8814, 1
Sphere11, 1161.822, 1
Sphere4, 949.9791, 1
Sphere15, 1486.4066, 1
Sphere8, 1148.947, 1
Sphere1, 636.5059, 1
Sphere3, 649.4364, 1
Sphere14, 1248.9888, 2
Sphere16, 474.7361, 1
Sphere9, 1424.027, 1
Sphere17, 1711.6688, 2
Sphere7, 923.6611, 1
Sphere19, 649.3136, 1
Sphere6, 799.3473, 1
Sphere13, 699.8881, 1
Sphere20, 936.9927, 2
Sphere2, 600.007, 1
Sphere10, 1162.9557, 2
Sphere5, 1348.4906, 2
Sphere18, 736.8821, 1
Sphere10, 1050.5606, 1
Sphere17, 837.2308, 1
Sphere9, 1398.9253, 2
Sphere4, 874.3247, 1
Sphere7, 1699.2689, 3
Sphere18, 836.7436, 1
Sphere3, 699.2322, 1
Sphere11, 761.889, 1
Sphere20, 599.2355, 1
Sphere15, 1012.0858, 2
Sphere12, 899.5544, 1
Sphere5, 1136.7474, 2
Sphere13, 1261.9812, 1
Sphere14, 1074.4153, 1
Sphere6, 886.6452, 1
Sphere1, 623.3815, 1
Sphere19, 849.9078, 1
Sphere8, 849.7205, 1
Sphere16, 736.1252, 1
Sphere2, 662.2766, 1
Sphere1, 687.8034, 1
Sphere12, 787.0489, 1
Sphere5, 823.5553, 1
Sphere14, 624.0685, 1
Sphere9, 823.9883, 1
Sphere10, 674.1836, 1
Sphere8, 586.5069, 1
Sphere17, 662.2768, 1
Sphere7, 686.8327, 1
Sphere3, 661.4901, 1
Total, 46888.888, 60
