Name, finalTime, numberOfAttempts
Sphere12, 561.5955, 1
Sphere11, 1712.6063, 2
Sphere4, 1500.2781, 2
Sphere15, 3225.0754, 1
Sphere8, 1224.4018, 1
Sphere1, 1987.3988, 1
Sphere3, 1062.0035, 1
Sphere14, 1549.0914, 1
Sphere16, 1011.8383, 1
Sphere9, 1187.2102, 1
Sphere17, 1274.4696, 1
Sphere7, 1312.2301, 1
Sphere19, 1349.0226, 1
Sphere6, 1049.2951, 1
Sphere13, 1199.1835, 1
Sphere20, 1224.5218, 1
Sphere2, 1036.9242, 1
Sphere10, 1148.9438, 1
Sphere5, 2449.3741, 3
Sphere18, 1286.243, 2
Sphere10, 1398.9382, 1
Sphere17, 1124.0274, 1
Sphere9, 1723.8619, 2
Sphere4, 1087.0158, 1
Sphere7, 1248.9035, 1
Sphere18, 1162.9803, 1
Sphere3, 1048.7063, 1
Sphere11, 962.1443, 1
Sphere20, 1111.8202, 1
Sphere15, 1061.7293, 1
Sphere12, 1075.5192, 1
Sphere5, 1074.6028, 1
Sphere13, 1200.2035, 1
Sphere14, 1036.3849, 1
Sphere6, 861.7011, 1
Sphere1, 749.9318, 1
Sphere19, 2100.4342, 3
Sphere8, 1137.0548, 1
Sphere16, 812.1697, 1
Sphere2, 799.7452, 1
Sphere1, 824.8827, 1
Sphere12, 1836.4264, 3
Sphere5, 1624.5039, 2
Sphere14, 1036.4341, 1
Sphere9, 1074.4349, 1
Sphere10, 836.504, 1
Sphere8, 1062.7174, 1
Sphere17, 1000.0061, 1
Sphere7, 1061.755, 1
Sphere3, 1024.1118, 1
Total, 62539.1427, 61
