Name, finalTime, numberOfAttempts
Sphere12, 700.2671, 1
Sphere11, 1225.1818, 1
Sphere4, 661.8413, 1
Sphere15, 1074.3247, 1
Sphere8, 1174.1102, 1
Sphere1, 562.7004, 1
Sphere3, 761.9595, 1
Sphere14, 1436.8934, 2
Sphere16, 712.2239, 1
Sphere9, 1061.8849, 1
Sphere17, 1574.2302, 2
Sphere7, 3586.0474, 2
Sphere19, 924.1041, 1
Sphere6, 886.8522, 1
Sphere13, 799.5552, 1
Sphere20, 1286.6164, 2
Sphere2, 737.2695, 1
Sphere10, 1450.8845, 2
Sphere5, 1586.3217, 1
Sphere18, 936.7097, 1
Sphere10, 1399.263, 1
Sphere17, 850.0351, 1
Sphere9, 874.5667, 1
Sphere4, 674.706, 1
Sphere7, 1486.775, 1
Sphere18, 887.2709, 1
Sphere3, 712.3342, 1
Sphere11, 899.0328, 1
Sphere20, 762.1379, 1
Sphere15, 725.3654, 1
Sphere12, 824.4675, 1
Sphere5, 1262.2456, 1
Sphere13, 1086.8141, 1
Sphere14, 1011.4157, 1
Sphere6, 812.0625, 1
Sphere1, 948.4953, 2
Sphere19, 774.4337, 1
Sphere8, 1049.5404, 1
Sphere16, 674.5041, 1
Sphere2, 2061.4179, 2
Sphere1, 661.1568, 1
Sphere12, 911.646, 1
Sphere5, 911.9799, 1
Sphere14, 562.4696, 1
Sphere9, 861.2012, 1
Sphere10, 649.2903, 1
Sphere8, 750.2973, 1
Sphere17, 1149.8574, 2
Sphere7, 1349.8303, 1
Sphere3, 861.8992, 1
Total, 51615.3101, 58
