Name, finalTime, numberOfAttempts
Sphere19, 611.4348, 1
Sphere16, 762.5623, 1
Sphere13, 1712.3658, 2
Sphere15, 687.3141, 1
Sphere11, 1212.0492, 2
Sphere12, 1049.1941, 2
Sphere7, 3212.3377, 2
Sphere18, 924.8691, 1
Sphere10, 886.0437, 1
Sphere8, 811.9659, 1
Sphere3, 2424.9581, 3
Sphere9, 924.2768, 1
Sphere1, 624.5568, 1
Sphere2, 599.4261, 1
Sphere4, 1711.752, 1
Sphere6, 799.3539, 1
Sphere17, 911.7676, 1
Sphere20, 761.4832, 1
Sphere14, 861.7628, 1
Sphere5, 799.8794, 1
Sphere17, 1562.1814, 2
Sphere2, 411.6317, 1
Sphere4, 1523.7496, 2
Sphere11, 549.6013, 1
Sphere18, 3048.965, 3
Sphere1, 1399.2765, 2
Sphere13, 1462.7188, 1
Sphere14, 674.3079, 1
Sphere7, 487.1353, 1
Sphere15, 1373.8708, 2
Sphere12, 649.4757, 1
Sphere9, 611.6175, 1
Sphere6, 1274.1646, 2
Sphere10, 1199.0264, 2
Sphere19, 662.0512, 1
Sphere8, 599.9683, 1
Sphere3, 587.4293, 1
Sphere20, 586.3719, 1
Sphere16, 436.2602, 1
Sphere5, 1612.2793, 3
Sphere18, 2161.6694, 3
Sphere13, 736.3687, 1
Sphere9, 499.8229, 1
Sphere1, 1399.6904, 4
Sphere7, 1123.9795, 2
Sphere15, 1336.4806, 2
Sphere16, 1373.6338, 3
Sphere10, 1486.9292, 2
Sphere14, 924.0826, 1
Sphere2, 1286.7041, 2
Total, 55362.6416, 77
