Name, finalTime, numberOfAttempts
Sphere12, 9099.6326, 1
Sphere11, 1711.4423, 1
Sphere4, 1398.655, 1
Sphere15, 1287.4288, 1
Sphere8, 1100.302, 1
Sphere1, 824.3152, 1
Sphere3, 948.8622, 1
Sphere14, 1086.4367, 1
Sphere16, 799.1762, 1
Sphere9, 1061.5157, 1
Sphere17, 1112.1089, 1
Sphere7, 1162.3666, 1
Sphere19, 1011.5486, 1
Sphere6, 1112.8044, 1
Sphere13, 899.4679, 1
Sphere20, 1024.1269, 1
Sphere2, 836.012, 1
Sphere10, 986.4104, 1
Sphere5, 1499.8671, 2
Sphere18, 1037.6042, 1
Sphere10, 2399.7902, 3
Sphere17, 1087.6658, 1
Sphere9, 1173.774, 1
Sphere4, 936.7069, 1
Sphere7, 1074.2279, 1
Sphere18, 1649.0699, 1
Sphere3, 886.6893, 1
Sphere11, 1322.7459, 1
Sphere20, 975.2747, 1
Sphere15, 849.8679, 1
Sphere12, 1012.7478, 1
Sphere5, 2462.4888, 2
Sphere13, 1350.2929, 1
Sphere14, 1061.4613, 1
Sphere6, 1211.8283, 1
Sphere1, 811.9915, 1
Sphere19, 1023.9631, 1
Sphere8, 1036.858, 1
Sphere16, 986.8827, 1
Sphere2, 836.8129, 1
Sphere1, 836.8577, 1
Sphere12, 898.7772, 1
Sphere5, 1475.0119, 1
Sphere14, 900.1776, 1
Sphere9, 1111.6955, 1
Sphere10, 836.7816, 1
Sphere8, 948.8162, 1
Sphere17, 1086.7365, 1
Sphere7, 1961.7085, 1
Sphere3, 836.0196, 1
Total, 65075.6646, 54
