Name, finalTime, numberOfAttempts
Sphere18, 6963.6051, 2
Sphere3, 1924.5433, 1
Sphere15, 32525.7202, 2
Sphere8, 7712.5439, 4
Sphere7, 987.3879, 1
Sphere4, 1874.3445, 1
Sphere2, 1512.0439, 1
Sphere9, 2374.6881, 1
Sphere12, 1199.1248, 1
Sphere10, 950.0056, 1
Sphere11, 10686.8828, 1
Sphere1, 9399.5178, 1
Sphere20, 1237.257, 1
Sphere5, 1399.0941, 1
Sphere6, 1723.8884, 1
Sphere16, 10374.8973, 2
Sphere17, 1862.2682, 1
Sphere13, 1325.2073, 1
Sphere19, 6237.651, 1
Sphere14, 4961.8902, 1
Sphere12, 1199.4288, 1
Sphere2, 1036.2023, 1
Sphere18, 5299.0623, 1
Sphere11, 2624.322, 1
Sphere16, 7685.8983, 1
Sphere15, 7424.4867, 1
Sphere7, 1161.3537, 1
Sphere10, 1237.4425, 1
Sphere8, 1861.8375, 1
Sphere6, 1187.5255, 1
Sphere14, 2637.4563, 1
Sphere20, 998.5846, 1
Sphere4, 1037.4423, 1
Sphere3, 2074.6286, 1
Sphere13, 1587.4713, 1
Sphere9, 1386.7826, 1
Sphere5, 2624.3827, 2
Sphere17, 1824.3906, 1
Sphere19, 5325.5017, 2
Sphere1, 3236.3402, 1
Sphere2, 1100.5681, 1
Sphere10, 935.1882, 1
Sphere14, 10412.5872, 3
Sphere7, 1124.2013, 1
Sphere15, 14950.3155, 2
Sphere4, 1086.3509, 1
Sphere18, 4536.6889, 2
Sphere1, 4574.6219, 1
Sphere12, 937.6657, 1
Sphere16, 8086.7941, 2
Total, 208455.9085, 63
